資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
112968,國史館108年11月會計月報,國史館,公共資訊,國史館108年11月會計月報資料,,每月,政府資料開放授權條款-第1版,,2019/12/11 00:00,
112969,國史館108年11月特別預算會計月報,國史館,公共資訊,國史館108年11月特別預算會計月報資料,,每月,政府資料開放授權條款-第1版,,2019/12/11 00:00,
112960,新竹縣108年第2季印花稅徵收季報,新竹縣政府稅務局,公共資訊,新竹縣108年第2季印花稅徵收季報,來源別;月份-一月金額元;月份-一月百分比;月份-二月金額元;月份-二月百分比;月份-三月金額元;月份-三月百分比;本季合計數金額元;本季合計數百分比;本年度截至本季累計數金額元;本年度截至本季累計數百分比,每季,政府資料開放授權條款-第1版,,2019/12/11 00:00,
112970,新竹縣108年第3季印花稅徵收季報,新竹縣政府稅務局,公共資訊,新竹縣108年第3季印花稅徵收季報,來源別;月份-一月金額元;月份-一月百分比;月份-二月金額元;月份-二月百分比;月份-三月金額元;月份-三月百分比;本季合計數金額元;本季合計數百分比;本年度截至本季累計數金額元;本年度截至本季累計數百分比,每季,政府資料開放授權條款-第1版,,2019/12/11 00:00,
112985,臺北市使用牌照稅稽徵108年9月,臺北市稅捐稽徵處,公共資訊,臺北市使用牌照稅稽徵108年9月,資料年月;車種別;項目;應稅車輛/總計/件數;應稅車輛/總計/稅額;應稅車輛/一般車輛/件數;應稅車輛/一般車輛/稅額;應稅車輛/臨時牌照車輛/件數;應稅車輛/臨時牌照車輛/稅額;應稅車輛/試車牌照車輛/件數;應稅車輛/試車牌照車輛/稅額;免稅車輛件數,每日,政府資料開放授權條款-第1版,,2019/12/11 20:41,
112986,臺北市使用牌照稅稽徵108年10月,臺北市稅捐稽徵處,公共資訊,臺北市使用牌照稅稽徵108年10月,資料年月;車種別;項目;應稅車輛/總計/件數;應稅車輛/總計/稅額;應稅車輛/一般車輛/件數;應稅車輛/一般車輛/稅額;應稅車輛/臨時牌照車輛/件數;應稅車輛/臨時牌照車輛/稅額;應稅車輛/試車牌照車輛/件數;應稅車輛/試車牌照車輛/稅額;免稅車輛件數,每日,政府資料開放授權條款-第1版,,2019/12/11 20:41,
112928,107年臺南市食品工廠稽查概況,臺南市政府衛生局,公共資訊,本資料集主要提供臺南市食品工廠專案稽查執行成果,序號;主辦單位;稽查日期;稽查類別;稽查業者名稱;稽查業者地址;會同執行單位;稽查結果,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/107-foodfactory;https://data.tainan.gov.tw/dataset/107-foodfactory,2019/12/10 07:41,
112973,臺灣屏東地方法院108年11月會計報告,臺灣屏東地方法院,公共資訊,包括歲入累計表、經費累計表、以前年度歲入轉入數累計表、以前年度歲出轉入數累計表、平衡表、資本資產表、長期負債表、資本資產變動表、長期負債變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表等,,不更新,政府資料開放授權條款-第1版,,2019/12/11 00:00,
112961,臺灣苗栗地方法院-108年11月會計報告,臺灣苗栗地方法院,公共資訊,臺灣苗栗地方法院-108年11月會計報告,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,,2019/12/11 00:00,
112962,臺灣雲林地方法院108年度11月份會計月報,臺灣雲林地方法院,公共資訊,臺灣雲林地方法院108年度11月份會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,不更新,政府資料開放授權條款-第1版,http://uld.judicial.gov.tw/UserFiles/ahwu/10811會計月報(XML).zip,2019/12/11 00:00,
112965,臺灣土壤資源與農地土地覆蓋圖瀏覽查詢系統(107年度臺灣一期作水稻),行政院農業委員會,公共資訊,本資料係以衛星影像或航空照片以半自動化判釋農地土地覆蓋，圖資欄位屬性詳細說明說明請參考網址:https://farmcloud.tari.gov.tw/SOA/introduce.html,第一級;第二級;第三級;第四級;第五級;第六級;第七級;面積;方式;產製年;起始點;截止點;備註,不更新,政府資料開放授權條款-第1版,,2019/12/10 00:00,
112966,臺灣土壤資源與農地土地覆蓋圖瀏覽查詢系統(107年度臺灣二期作水稻),行政院農業委員會,公共資訊,本資料係以衛星影像或航空照片以半自動化判釋農地土地覆蓋，圖資欄位屬性詳細說明說明請參考網址:https://farmcloud.tari.gov.tw/SOA/introduce.html,第一級;第二級;第三級;第四級;第五級;第六級;第七級;面積;方式;產製年;起始點;截止點;備註,不更新,政府資料開放授權條款-第1版,,2019/12/10 00:00,
