資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
130007,戶所等待人數,新北市政府民政局,公共資訊,新北市各戶所等待人數即時資訊,number;household_registration_office;waiting_number,每月,政府資料開放授權條款-第1版,,2020/09/10 00:00,
130006,新竹市火災次數起火原因及火災損失統計資料表,新竹市消防局,公共資訊,新竹市火災次數起火原因及火災損失統計資料表,年度;月份;火災次數總計;縱火;自殺;燈燭;爐火烹調;敬神掃墓祭祖;菸蒂;電氣因素;機械設備;玩火;烤火;施工不慎;易燃品自燃復燃;瓦斯漏氣或爆炸;化學物品;燃放爆竹;交通事故;天然災害;遺留火種;原因不明;其他;死亡人數;受傷人數;房屋損失;財物損失;合計,每半年,政府資料開放授權條款-第1版,,2020/09/07 00:00,
130016,2020年版近5年淹水災點資料,科技部,公共資訊,彙整近5年防救災部會署淹水災害情資點位坐標資料,FID;年份;X_97;Y_97;資料來源,每年,政府資料開放授權條款-第1版,,2020/09/10 00:00,
130018,2016年版縣市社會脆弱度指數,科技部,公共資訊,社會脆弱度綜合指數依據暴露量、減災整備、應變能力、復原能力等四大方向進行指標選取，共計採用31項指標，評估全台22縣市之社會脆弱度情況。Z指數指針對不同地區間社會脆弱度情況進行比較之結果。,縣市;土石流防災演練比率;土石流保全人口(人);工商業資本與銷售額(百萬元);水利設施毀損率;水災保全人口(人);平均每戶可支配所得(元);平均每戶消費支出(元);地震險投保率;估計常住人口(人);低收入戶人口比率;低耐震強度建物比率;志工人數占15歲以上人口比率;每村里土石流防災專員訓練人次;每村里水患自主社區成立數量;每萬人社會福利人員數;每萬人消防人數(含義消);每萬人病床數;每萬人救災車輛數;每萬人醫師人數;每萬公頃山坡地超限利用;每萬老年人口入住機構人數;每萬身障人口入住機構人數;每醫療機構服務面積(平方公里);身心障礙人口比率;治山防災工程量(T);社會福利支出比率;歲入歲出差額(百萬元);農林漁牧業產值(百萬元);颱洪險投保率;獨居老人比率;縣市居住面積(坪);暴露量;減災整備;應變能力;復原能力;綜合指標,每年,政府資料開放授權條款-第1版,,2020/09/10 00:00,https://dwfile.ncdr.nat.gov.tw/Opendata/Metadata/001_SVIDZcounty105/Opendata001.pdf
130015,水資源作業基金附屬單位決算,經濟部水利署,公共資訊,本資料集經濟部水利署「水資源作業基金附屬單位決算」為加強水資源、溫泉之管理及永續利用，特依水利法第八十九條之一規定，設置水資源作業基金。基於透明課責將決算資料公布，內容包括決算書(合併、個別及溫泉)主要表及附屬表等各表。本資料集包括：「收支決算及說明、現金流量決算、平衡表明細、餘絀撥補明細」。,檔案描述;檔案格式;資源網址,每年,政府資料開放授權條款-第1版,https://data.wra.gov.tw/WraStandardWrisp/Query/StandardDetail.aspx?DictID=171,2020/08/28 10:12,
130013,臺南市私立幼兒園,臺南市政府教育局,公共資訊,區別、幼兒園名稱、核准設立日期、設立許可文號、幼兒園電話、幼兒園住址、核定總招收人數,區別;幼兒園名稱;核准設立日期;設立許可文號;幼兒園電話;幼兒園住址;核定總招收人數,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/tnprivatekid,2020/09/10 03:38,
130010,臺灣基隆地方法院109年8月份會計月報,臺灣基隆地方法院,公共資訊,109年8月份會計月報：歲入累計表等。,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;業務計畫或工作計畫;經資門;執行數;會計分類;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;基金別;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;金額_本月數;金額_累計數;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;預算項目;預算執行數;會計收支;會計科目,不更新,政府資料開放授權條款-第1版,,2020/09/10 00:00,
130021,臺灣屏東地方法院109年8月會計報告,臺灣屏東地方法院,公共資訊,包括歲入（經費）累計表，以前年度歲入（出）轉入數累計表，歲出用途別累計表，繳付公庫數分 析表，公庫撥入數分析表，平衡表，收入支出表，長期投資、固定資產、遞耗資產及無形資產變動表，預算執行與會計收支對照表等,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;業務計畫或工作計畫;經資門;執行數;會計分類;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;基金別;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;金額_本月數;金額_累計數;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;預算項目;預算執行數;會計收支;會計科目,不更新,政府資料開放授權條款-第1版,,2020/09/10 00:00,
130008,臺灣臺東地方法院109年8月份會計報(XML),臺灣臺東地方法院,公共資訊,臺灣臺東地方法院108年1月份會計月報歲入累計表等XML檔,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;業務計畫或工作計畫;經資門;執行數;會計分類;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;基金別;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;金額_本月數;金額_累計數;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;預算項目;預算執行數;會計收支;會計科目,每月,政府資料開放授權條款-第1版,https://ttd.judicial.gov.tw/index.asp?struID=79&cid=1117,2020/09/10 00:00,
129932,109年前瞻基礎建設計畫第1期暨第2期特別預算會計月報(08-12月),衛生福利部社會及家庭署,公共資訊,前瞻基礎建設計畫第1期暨第2期特別預算月報(08-12月),會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;以前年度轉入數;應付數;保留數;減免;本月實現數;截至本月止累計實現數;調整數;尚未執行數;會計分類;項目;經資門;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;基金別;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;明細科目編號;明細科目名稱;傳票日期;傳票編號;明細摘要;明細金額;金額小計;金額合計;預算項目;預算執行數;會計收支;會計科目;原預算數;追加減數;第一預備金;第二預備金;經費流用數;預算調整數;截至本月止累計分配數_1;截至本月止累計實現數_2;已分配尚未執行數;備註_預暫付數;業務計畫或工作計畫;執行數;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,,2020/09/09 00:00,
