資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
100141,嘉義縣社區心理衛生中心心理諮商服務,嘉義縣衛生局,公共資訊,嘉義縣社區心理衛生中心心理諮商服務,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每日,政府資料開放授權條款-第1版,,2019/03/21 00:00,
100148,105年度新北市總決算歲入歲出性質及餘絀簡明分析表,新北市政府主計處,公共資訊,1.105年度新北市總決算歲入歲出性質及餘絀簡明分析表 2.單位：新臺幣元 3.各項欄位說明詳參新北市政府主計處網頁->總決算->104年度新北市總決算(http://www.bas.ntpc.gov.tw/content/?parent_id=10478&type_id=10011)或電洽主計處查詢。,field1;field2;field3;field4;field5;,每年,政府資料開放授權條款-第1版,,2019/03/21 16:55,
100149,新北市政府府級任務編組委員性別比例情形統計表,新北市政府人事處,公共資訊,1.資料日期：108年1月31日。 2.本表為半年報，每年7月底及次年1月底前更新。,name;authority;maleRatio;femaleRatio,每年,政府資料開放授權條款-第1版,,2019/03/21 17:01,
100138,108年度民航事業作業基金附屬單位分預算案.,民用航空局,公共資訊,本資料集係為交通部民用航空局提供之108年度民航事業作業基金附屬單位分預算案,XML,每日,政府資料開放授權條款-第1版,https://www.caa.gov.tw/FileAtt.ashx?lang=1&id=6741,2018/08/30 00:00,
97537,各國政經情勢與商機資訊,經濟部國際貿易局,公共資訊,提供各國政經情勢與商機資訊(1.依據國家發展委員會訂定之跨機關資料交換參考指引，完成本資料集系統介接程式 2.主要欄位中文說明 : 文章標題、文章內容、發布時間、地區與國家、附件連結(Optional)),PageTitle;PageContent;PagePublishTime;PageSummary;AttachLinks,每年,政府資料開放授權條款-第1版,,2019/03/21 00:00,"1.介紹文稿內容: 提供各國政經情勢與商機資訊。API說明文件檔案 https://www.trade.gov.tw/Files/openapi.json 2.主要欄位中: PageSummary (若歸屬多個地區、國家則以;符號區隔)、AttachLinks (當此篇文稿有附件時，此欄位填入下載連結，多筆附件時以,符號區隔)"
100126,花蓮縣總預算歲入來源別預算總表,花蓮縣政府,公共資訊,花蓮縣總預算歲入來源別預算總表,詳如資料集內容,每日,政府資料開放授權條款-第1版,,2019/03/21 00:00,無
73215,苗栗縣政府型塑組織文化計畫,苗栗縣政府,公共資訊,苗栗縣政府型塑組織文化計畫,,每日,政府資料開放授權條款-第1版,http://newperson01.miaoli.gov.tw/Upload/g_gpost_g_gpost/17205/苗栗縣政府型塑組織文化計畫.pdf,2019/03/21 00:00,
73217,苗栗縣政府105年度公務人員平時獎懲情形,苗栗縣政府,公共資訊,苗栗縣政府105年度公務人員平時獎懲情形,,每日,政府資料開放授權條款-第1版,http://newperson01.miaoli.gov.tw/Upload/g_gpost_g_gpost/17205/苗栗縣政府105年度公務人員平時獎懲情形.xlsx,2019/03/21 00:00,
73219,苗栗縣政府106年度晉升薦(簡)任官等訓練參訓情形,苗栗縣政府,公共資訊,苗栗縣政府106年度晉升薦(簡)任官等訓練參訓情形,,每日,政府資料開放授權條款-第1版,http://newperson01.miaoli.gov.tw/Upload/g_gpost_g_gpost/17205/苗栗縣政府106年度晉升薦(簡)任官等訓練參訓情形.xls,2019/03/21 00:00,
73224,苗栗縣政府104年度公務人員平時獎懲情形,苗栗縣政府,公共資訊,苗栗縣政府104年度公務人員平時獎懲情形,,每日,政府資料開放授權條款-第1版,http://newperson01.miaoli.gov.tw/Upload/g_gpost_g_gpost/17205/苗栗縣政府104年度公務人員平時獎懲情形.xlsx,2019/03/21 00:00,
73369,苗栗縣政府103年度公務人員平時獎懲情形,苗栗縣政府,公共資訊,苗栗縣政府103年度公務人員平時獎懲情形,,每日,政府資料開放授權條款-第1版,http://newperson01.miaoli.gov.tw/Upload/g_gpost_g_gpost/17205/苗栗縣政府103年度公務人員平時獎懲情形.xlsx,2019/03/21 00:00,
73382,苗栗縣政府104年度晉升薦(簡)任官等訓練參訓情形,苗栗縣政府,公共資訊,苗栗縣政府104年度晉升薦(簡)任官等訓練參訓情形,,每日,政府資料開放授權條款-第1版,http://newperson01.miaoli.gov.tw/Upload/g_gpost_g_gpost/17205/苗栗縣政府104年度晉升薦(簡)任官等訓練參訓情形.xls,2019/03/21 00:00,
100134,苗栗縣政府101年度晉升薦(簡)任官等訓練參訓情形,苗栗縣政府,公共資訊,苗栗縣政府101年度晉升薦(簡)任官等訓練參訓情形,,每半年,政府資料開放授權條款-第1版,http://newperson01.miaoli.gov.tw/Upload/g_gpost_g_gpost/17205/苗栗縣政府101年度晉升薦(簡)任官等訓練參訓情形.xls,2019/03/21 00:00,
100135,苗栗縣政府102年度晉升薦(簡)任官等訓練參訓情形,苗栗縣政府,公共資訊,苗栗縣政府102年度晉升薦(簡)任官等訓練參訓情形,,每年,政府資料開放授權條款-第1版,http://newperson01.miaoli.gov.tw/Upload/g_gpost_g_gpost/17205/苗栗縣政府102年度晉升薦(簡)任官等訓練參訓情形.xls,2019/03/21 00:00,
