資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
128979,戶籍動態(104年後)-年 依 期間， 鄉鎮市 與 項目,宜蘭縣政府,生活安全及品質,戶籍動態(104年後)-年 依 期間， 鄉鎮市 與 項目,遷入人數合計;男;女;自外國;自新北市;自臺北市;自桃園市;自臺中市;自臺南市;自高雄市;自臺灣省;自福建省;自其他省市;自本省他縣市;自本縣他鄉鎮市;初設戶籍;其他;遷出人數合計;往外國;往新北市;往臺北市;往桃園市;往臺中市;往臺南市;往高雄市;往臺灣省;往福建省;往其他省市;往本省他縣市;往本縣他鄉鎮市;廢止戶籍;鄉鎮市區內住址變更人數遷入;遷出;出生人數合計;死亡人數合計;粗出生率;粗死亡率;自然增加率;遷入率;遷出率;社會增加率;結婚對數;粗結婚率;離婚對數;粗離婚,每日,政府資料開放授權條款-第1版,,2020/08/04 11:05,無
128993,屏東縣政府109年7月底止公共債務情形,屏東縣政府財稅局,公共資訊,單位:新臺幣元屏東縣政府109年7月底止公共債務情形,期間;1年以上債務未償餘額;短期債務未償餘額;平均每人負擔債務;自償性債務未償餘額含非營業特種基金,每月,政府資料開放授權條款-第1版,,2020/08/07 00:00,
128998,新竹縣108年地價稅稅式支出,新竹縣政府稅務局,公共資訊,新竹縣108年地價稅稅式支出,項次;項目;依據法律;條款;稅式支出金額-107年度;稅式支出金額-108年度;稅式支出金額-109年度,每年,政府資料開放授權條款-第1版,,2020/08/10 00:00,
129000,新竹縣108年土地增值稅稅式支出,新竹縣政府稅務局,公共資訊,土地增值稅稅式支出,項次;項目;依據法律;條款;稅式支出金額-107年度;稅式支出金額-108年度;稅式支出金額-109年度,每年,政府資料開放授權條款-第1版,,2020/08/10 00:00,
128986,臺中市109年6月GIS門牌號碼,臺中市政府民政局,公共資訊,臺中市109年6月GIS門牌號碼csv檔案,省市縣市代碼;鄉鎮市區代碼;村里;鄰;街;路段;地區;巷;弄;號;TWD97橫坐標;TWD97縱坐標;WGS84經度;WGS84緯度,每月,政府資料開放授權條款-第1版,,2020/08/10 11:54,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387020000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
128999,臺中市109年7月GIS門牌號碼,臺中市政府民政局,公共資訊,臺中市109年7月GIS門牌號碼csv檔案,省市縣市代碼;鄉鎮市區代碼;村里;鄰;街;路段;地區;巷;弄;號;TWD97橫坐標;TWD97縱坐標;WGS84經度;WGS84緯度,每月,政府資料開放授權條款-第1版,,2020/08/10 04:50,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387020000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
128987,新北市站位資訊,臺北市公共運輸處,公共資訊,文件請參閱以下連結。https://www-ws.gov.taipei/001/Upload/458/relfile/10173/7975051/9901a4bc-0a3b-4b01-b980-e4b79eb3cca9.pdf,資料名稱;介接網址;欄位說明;檔案格式;說明文件;更新頻率,每日,政府資料開放授權條款-第1版,,2017/01/06 00:00,更新時間、欄位資訊等說明，依檔案內提供之介接網址之實際更新時間為準 臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
128988,新北市定點車機資訊,臺北市公共運輸處,公共資訊,文件請參閱以下連結。https://www-ws.gov.taipei/001/Upload/458/relfile/10173/7975051/9901a4bc-0a3b-4b01-b980-e4b79eb3cca9.pdf,資料名稱;介接網址;欄位說明;檔案格式;說明文件;更新頻率,每日,政府資料開放授權條款-第1版,,2017/01/06 00:00,更新時間依檔案內提供之介接網址之實際更新時間為準 臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
128989,新北市車輛基本資訊,臺北市公共運輸處,公共資訊,文件請參閱以下連結。https://www-ws.gov.taipei/001/Upload/458/relfile/10173/7975051/9901a4bc-0a3b-4b01-b980-e4b79eb3cca9.pdf,資料名稱;介接網址;欄位說明;檔案格式;說明文件;更新頻率,每年,政府資料開放授權條款-第1版,,2017/01/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
128990,新北市定時車機資訊,臺北市公共運輸處,公共資訊,文件請參閱以下連結。https://www-ws.gov.taipei/001/Upload/458/relfile/10173/7975051/9901a4bc-0a3b-4b01-b980-e4b79eb3cca9.pdf,資料名稱;介接網址;欄位說明;檔案格式;說明文件;更新頻率,每日,政府資料開放授權條款-第1版,,2017/01/06 00:00,資料更新以檔案內提供之介接網址內資料為準 臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
