資料集識別碼,資料集名稱,提供機關,資料集描述,主要欄位說明,更新頻率,授權方式,備註,新增日期
資料集識別碼,資料集名稱,提供機關,資料集描述,主要欄位說明,更新頻率,授權方式,備註,20190724
105994,105年度附屬單位決算特別收入基金平衡綜計表_依基金別分列,桃園市政府主計處,105年度附屬單位決算特別收入基金平衡綜計表_依基金別分列,項目1(項目1)、項目2(項目2)、項目3(項目3)、項目4(項目4)、合計_金額(合計_金額)、合計_百分比(合計_百分比)、桃園市有線廣播電視事業發展基金_金額(桃園市有線廣播電視事業發展基金_金額)、桃園市有線廣播電視事業發展基金_百分比(桃園市有線廣播電視事業發展基金_百分比)、建築物無障礙設備與設施改善基金_金額(建築物無障礙設備與設施改善基金_金額)、建築物無障礙設備與設施改善基金_百分比(建築物無障礙設備與設施改善基金_百分比)、桃園市道路基金_金額(桃園市道路基金_金額)、桃園市道路基金_百分比(桃園市道路基金_百分比)、桃園市共同管道管理基金_金額(桃園市共同管道管理基金_金額)、桃園市共同管道管理基金_百分比(桃園市共同管道管理基金_百分比)、桃園市公益彩券盈餘分配基金_金額(桃園市公益彩券盈餘分配基金_金額)、桃園市公益彩券盈餘分配基金_百分比(桃園市公益彩券盈餘分配基金_百分比)、桃園市身心障礙者就業基金_金額(桃園市身心障礙者就業基金_金額)、桃園市身心障礙者就業基金_百分比(桃園市身心障礙者就業基金_百分比)、桃園市勞工權益基金_金額(桃園市勞工權益基金_金額)、桃園市勞工權益基金_百分比(桃園市勞工權益基金_百分比)、桃園市農業發展基金_金額(桃園市農業發展基金_金額)、桃園市農業發展基金_百分比(桃園市農業發展基金_百分比)、桃園市空氣污染防制基金_金額(桃園市空氣污染防制基金_金額)、桃園市空氣污染防制基金_百分比(桃園市空氣污染防制基金_百分比)、桃園市一般廢棄物清除處理基金_金額(桃園市一般廢棄物清除處理基金_金額)、桃園市一般廢棄物清除處理基金_百分比(桃園市一般廢棄物清除處理基金_百分比)、桃園市環境教育基金_金額(桃園市環境教育基金_金額)、桃園市環境教育基金_百分比(桃園市環境教育基金_百分比)、國際機場航空噪音防制費及回饋金基金_金額(國際機場航空噪音防制費及回饋金基金_金額)、國際機場航空噪音防制費及回饋金基金_百分比(國際機場航空噪音防制費及回饋金基金_百分比)、桃園市區域垃圾處理廠場回饋金基金_金額(桃園市區域垃圾處理廠場回饋金基金_金額)、桃園市區域垃圾處理廠場回饋金基金_百分比(桃園市區域垃圾處理廠場回饋金基金_百分比)、桃園市水污染防治基金_金額(桃園市水污染防治基金_金額)、桃園市水污染防治基金_百分比(桃園市水污染防治基金_百分比)、桃園市警察人員安全基金_金額(桃園市警察人員安全基金_金額)、桃園市警察人員安全基金_百分比(桃園市警察人員安全基金_百分比)、桃園市消防人員安全基金_金額(桃園市消防人員安全基金_金額)、桃園市消防人員安全基金_百分比(桃園市消防人員安全基金_百分比)、桃園市地方教育發展基金_金額(桃園市地方教育發展基金_金額)、桃園市地方教育發展基金_百分比(桃園市地方教育發展基金_百分比)、桃園市食品安全保護基金_金額(桃園市食品安全保護基金_金額)、桃園市食品安全保護基金_百分比(桃園市食品安全保護基金_百分比),每日,政府資料開放授權條款-第1版,新年度欄位結構不同，本資料集不再更新,20190724
105995,105年度附屬單位決算特別收入基金現金流量綜計表_依基金別分列,桃園市政府主計處,105年度附屬單位決算特別收入基金現金流量綜計表_依基金別分列,項目1(項目1)、項目2(項目2)、項目3(項目3)、合計(合計)、桃園市有線廣播電視事業發展基金(桃園市有線廣播電視事業發展基金)、桃園市建築物無障礙設備與設施改善基金(桃園市建築物無障礙設備與設施改善基金)、桃園市道路基金(桃園市道路基金)、桃園市共同管道管理基金(桃園市共同管道管理基金)、桃園市公益彩券盈餘分配基金(桃園市公益彩券盈餘分配基金)、桃園市身心障礙者就業基金(桃園市身心障礙者就業基金)、桃園市勞工權益基金(桃園市勞工權益基金)、桃園市農業發展基金(桃園市農業發展基金)、桃園市空氣污染防制基金(桃園市空氣污染防制基金)、桃園市一般廢棄物清除處理基金(桃園市一般廢棄物清除處理基金)、桃園市環境教育基金(桃園市環境教育基金)、桃園市國際機場航空噪音防制費及回饋金基金(桃園市國際機場航空噪音防制費及回饋金基金)、桃園市區域垃圾處理廠場回饋金基金(桃園市區域垃圾處理廠場回饋金基金)、桃園市水污染防治基金(桃園市水污染防治基金)、桃園市警察人員安全基金(桃園市警察人員安全基金)、桃園市消防人員安全基金(桃園市消防人員安全基金)、桃園市地方教育發展基金(桃園市地方教育發展基金)、桃園市食品安全保護基金(桃園市食品安全保護基金),每日,政府資料開放授權條款-第1版,新年度欄位結構不同，本資料集不再更新,20190724
105998,104年度附屬單位決算特別收入基金來源用途及餘絀綜計表,桃園市政府主計處,104年度附屬單位決算特別收入基金來源用途及餘絀綜計表,主管機關(主管機關)、基金(基金)、預算數_基金來源(預算數_基金來源)、預算數_基金用途(預算數_基金用途)、預算數_本期餘絀(預算數_本期餘絀)、決算數_基金來源(決算數_基金來源)、決算數_基金用途(決算數_基金用途)、決算數_本期餘絀(決算數_本期餘絀)、預決算數比較_基金來源(預決算數比較_基金來源)、預決算數比較_基金用途(預決算數比較_基金用途)、預決算數比較_本期餘絀(預決算數比較_本期餘絀)、期初基金餘額（短絀－）(期初基金餘額（短絀－）)、解繳公庫(解繳公庫)、期末基金餘額（短絀－）(期末基金餘額（短絀－）),每日,政府資料開放授權條款-第1版,,20190724
105999,105年度附屬單位決算特別收入基金來源用途及餘絀綜計表,桃園市政府主計處,105年度附屬單位決算特別收入基金來源用途及餘絀綜計表,主管機關(主管機關)、基金(基金)、預算數_基金來源(預算數_基金來源)、預算數_基金用途(預算數_基金用途)、預算數_本期餘絀(預算數_本期餘絀)、決算數_基金來源(決算數_基金來源)、決算數_基金用途(決算數_基金用途)、決算數_本期餘絀(決算數_本期餘絀)、預決算數比較_基金來源(預決算數比較_基金來源)、預決算數比較_基金用途(預決算數比較_基金用途)、預決算數比較_本期餘絀(預決算數比較_本期餘絀)、期初基金餘額（短絀－）(期初基金餘額（短絀－）)、解繳公庫(解繳公庫)、期末基金餘額（短絀－）(期末基金餘額（短絀－）),每日,政府資料開放授權條款-第1版,新年度欄位結構不同，本資料集不再更新,20190724
106000,104年度附屬單位決算特別收入基金平衡綜計表_依基金別分列,桃園市政府主計處,104年度附屬單位決算特別收入基金平衡綜計表_依基金別分列,項目1(項目1)、項目2(項目2)、項目3(項目3)、項目4(項目4)、合計_金額(合計_金額)、合計_百分比(合計_百分比)、桃園市有線廣播電視事業發展基金_金額(桃園市有線廣播電視事業發展基金_金額)、桃園市有線廣播電視事業發展基金_百分比(桃園市有線廣播電視事業發展基金_百分比)、建築物無障礙設備與設施改善基金_金額(建築物無障礙設備與設施改善基金_金額)、建築物無障礙設備與設施改善基金_百分比(建築物無障礙設備與設施改善基金_百分比)、桃園市道路基金_金額(桃園市道路基金_金額)、桃園市道路基金_百分比(桃園市道路基金_百分比)、桃園市共同管道管理基金_金額(桃園市共同管道管理基金_金額)、桃園市共同管道管理基金_百分比(桃園市共同管道管理基金_百分比)、桃園市公益彩券盈餘分配基金_金額(桃園市公益彩券盈餘分配基金_金額)、桃園市公益彩券盈餘分配基金_百分比(桃園市公益彩券盈餘分配基金_百分比)、桃園市身心障礙者就業基金_金額(桃園市身心障礙者就業基金_金額)、桃園市身心障礙者就業基金_百分比(桃園市身心障礙者就業基金_百分比)、桃園市勞工權益基金_金額(桃園市勞工權益基金_金額)、桃園市勞工權益基金_百分比(桃園市勞工權益基金_百分比)、桃園市農業發展基金_金額(桃園市農業發展基金_金額)、桃園市農業發展基金_百分比(桃園市農業發展基金_百分比)、桃園市空氣污染防制基金_金額(桃園市空氣污染防制基金_金額)、桃園市空氣污染防制基金_百分比(桃園市空氣污染防制基金_百分比)、桃園市一般廢棄物清除處理基金_金額(桃園市一般廢棄物清除處理基金_金額)、桃園市一般廢棄物清除處理基金_百分比(桃園市一般廢棄物清除處理基金_百分比)、桃園市環境教育基金_金額(桃園市環境教育基金_金額)、桃園市環境教育基金_百分比(桃園市環境教育基金_百分比)、國際機場航空噪音防制費及回饋金基金_金額(國際機場航空噪音防制費及回饋金基金_金額)、國際機場航空噪音防制費及回饋金基金_百分比(國際機場航空噪音防制費及回饋金基金_百分比)、桃園市區域垃圾處理廠場回饋金基金_金額(桃園市區域垃圾處理廠場回饋金基金_金額)、桃園市區域垃圾處理廠場回饋金基金_百分比(桃園市區域垃圾處理廠場回饋金基金_百分比)、桃園市警察人員安全基金_金額(桃園市警察人員安全基金_金額)、桃園市警察人員安全基金_百分比(桃園市警察人員安全基金_百分比)、桃園市消防人員安全基金_金額(桃園市消防人員安全基金_金額)、桃園市消防人員安全基金_百分比(桃園市消防人員安全基金_百分比)、桃園市地方教育發展基金_金額(桃園市地方教育發展基金_金額)、桃園市地方教育發展基金_百分比(桃園市地方教育發展基金_百分比)、桃園市食品安全保護基金_金額(桃園市食品安全保護基金_金額)、桃園市食品安全保護基金_百分比(桃園市食品安全保護基金_百分比),每日,政府資料開放授權條款-第1版,新年度欄位結構不同，本資料集不再更新,20190724
106001,104年度附屬單位決算特別收入基金現金流量綜計表_依基金別分列,桃園市政府主計處,104年度附屬單位決算特別收入基金現金流量綜計表_依基金別分列,項目1(項目1)、項目2(項目2)、項目3(項目3)、合計(合計)、桃園市有線廣播電視事業發展基金(桃園市有線廣播電視事業發展基金)、桃園市建築物無障礙設備與設施改善基金(桃園市建築物無障礙設備與設施改善基金)、桃園市道路基金(桃園市道路基金)、桃園市共同管道管理基金(桃園市共同管道管理基金)、桃園市公益彩券盈餘分配基金(桃園市公益彩券盈餘分配基金)、桃園市身心障礙者就業基金(桃園市身心障礙者就業基金)、桃園市勞工權益基金(桃園市勞工權益基金)、桃園市農業發展基金(桃園市農業發展基金)、桃園市空氣污染防制基金(桃園市空氣污染防制基金)、桃園市一般廢棄物清除處理基金(桃園市一般廢棄物清除處理基金)、桃園市環境教育基金(桃園市環境教育基金)、桃園市國際機場航空噪音防制費及回饋金基金(桃園市國際機場航空噪音防制費及回饋金基金)、桃園市區域垃圾處理廠場回饋金基金(桃園市區域垃圾處理廠場回饋金基金)、桃園市警察人員安全基金(桃園市警察人員安全基金)、桃園市消防人員安全基金(桃園市消防人員安全基金)、桃園市地方教育發展基金(桃園市地方教育發展基金)、桃園市食品安全保護基金(桃園市食品安全保護基金),每日,政府資料開放授權條款-第1版,新年度欄位結構不同，本資料集不再更新,20190724
105997,桃園大眾捷運之電子票證乘車紀錄,桃園市政府資訊科技局,本資料集為民眾持電子票證搭乘桃園大眾捷運系統時之乘車紀錄，原始資料由桃園大眾捷運股份有限公司提供，經由桃園市政府資訊科技局進行資料清洗轉化與整併，並且針對資料內容進行去識別化後發佈。本資料資源內各欄位之說明如下： ▲IdCode：電子票證之識別代碼，每張電子票證之識別代碼皆不同。 ▲Gender：乘客之性別。M：男性。F：女性。O：其他。X：未知(註1)。 ▲AgeRange：乘客之年齡。E：資料錯誤(註2)。X：未知(註1)。 ▲Issue：發卡公司代碼。EZ：悠遊卡。IP：一卡通。 ▲CardType：卡片種類代碼。REG：一般卡。ELD：敬老卡。COM：愛心卡。ACO：愛心陪伴卡。STD：學生卡。EMP：員工卡。 ▲ETime：上車之日期時間。 ▲ES：上車之站名。 ▲DTime：下車之日期時間。 ▲DS：下車之站名。 ▲Price：此次消費應付金額。 ▲Cost：此次消費實際金額(應付金額減去折扣優惠)。 【註1】：由於本欄位資料係來自桃園市民卡之卡務系統，若該電子票證非桃園市民卡，則系統中並無該持卡人之個人資料，故該欄位以X(未知)表示。 【註2】：該電子票證之持卡人個人資料在桃園市民卡之卡務系統中有誤，無法計算其年齡。 有關桃園市民卡之卡片種類等相關介紹，請參閱桃園市民卡官方網站： https://card.tycg.gov.tw/,IdCode(電子票證之識別代碼)、Gender(乘客之性別)、AgeRange(乘客之年齡)、Issue(發卡公司代碼)、CardType(卡片種類代碼)、ETime(上車之日期時間)、ES(上車之站名)、DTime(下車之日期時間)、DS(下車之站名)、Price(此次消費應付金額)、Cost(此次消費實際金額),每半年,政府資料開放授權條款-第1版,桃園市政府資料開放平台OAS標準之API說明文件：https://data.tycg.gov.tw/v2/api-docs Swagger產生API說明頁面網址：https://data.tycg.gov.tw/opendata/api-docs,20190724
106006,107年度二級加密控制測量坐標成果清冊一覽表,臺中市政府地政局‧地價科,107年度二級加密控制測量成果一覽表,序號、測量計畫名稱、區、辦理機關、衛星測量日期、核定日期文號、坐標系統、檢測點數、新建點數、點位等級,每日,政府資料開放授權條款-第1版,,20190724
