資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
119572,矯正署桃園監獄109年會計報告(按月),法務部矯正署,公共資訊,矯正署桃園監獄109年會計報告(按月),會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;業務計畫或工作計畫;經資門;執行數;會計分類;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;基金別;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;金額_本月數;金額_累計數;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;預算項目;預算執行數;調整數;會計收支;會計科目,每月,政府資料開放授權條款-第1版,,2020/03/27 00:00,
119782,108年至109年臺中市市地重劃區公告相關資訊,臺中市政府地政局,公共資訊,108、109年重劃公告相關資訊，提供民眾參閱。,重劃區名稱;公告依據;公告事項;公告期間;公告文號,每日,政府資料開放授權條款-第1版,,2020/03/26 11:17,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387160000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
119786,臺中市登記工廠名冊,臺中市政府經濟發展局,公共資訊,臺中市登記工廠基本資料,工廠編號;廠名;廠址,每年,政府資料開放授權條款-第1版,,2020/03/26 03:52,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
119783,臺中市違章建築案件統計（108年07月份）,臺中市政府都市發展局,公共資訊,臺中市違章建築案件統計（108年07月份）,"既存違章建築,新違章建築,尚未結案數拆除數",每月,政府資料開放授權條款-第1版,,2020/03/26 11:19,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387360000G ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
119803,臺北捷運車站無障礙設施異常公告,臺北大眾捷運股份有限公司,交通及通訊,捷運車站無障礙設施異常公告,無障礙設施,每日,政府資料開放授權條款-第1版,無,2020/03/26 21:17,
119778,臺灣臺北地方法院108年度單位決算,臺灣臺北地方法院,公共資訊,臺灣臺北地方法院108年度單位決算，包括歲入來源別決算表、歲出政事別決算表、歲出機關別決算表、以前年度歲入來源別轉入數決算表、以前年度歲出政事別轉入數決算表、以前年度歲出機關別轉入數決算表、平衡表及資本資產表等,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;預算年度;以前年度轉入數_應收數;以前年度轉入數_保留數;本年度減免註銷數_應收數;本年度減免註銷數_保留數;本年度實現數_應收數;本年度實現數_保留數;本年度調整數_應收數;本年度調整數_保留數;本年度未結清數_應收數;本年度未結清數_保留數;以前年度轉入數_應付數;本年度減免註銷數_應付數;本年度實現數_應付數;本年度調整數_應付數;本年度未結清數_應付數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,不更新,政府資料開放授權條款-第1版,,2020/03/27 00:00,
25132,行政院消費者保護會-活動訊息,行政院,公共資訊,提供消費者保護會發布之活動訊息,,每日,政府資料開放授權條款-第1版,,2015/12/04 00:00,授權說明網址: http://data.gov.tw/license
119354,原能會性別比例統計,行政院原子能委員會,公共資訊,101年1-12月性別比例統計,行政院原子能委員會近年性別統計,不更新,政府資料開放授權條款-第1版,,2020/03/26 00:00,授權說明網址: http://data.gov.tw/license
119360,原子能委員會資訊公開案件統計,行政院原子能委員會,公共資訊,資訊公開案件統計,月份;合計D;機關檔案應用D1;其他政府資訊D2;合計A;機關檔案應用A1;其他政府資訊A2;合計B;機關檔案應用B1;其他政府資訊B2;合計C;機關檔案應用C1;其他政府資訊C2,每年,政府資料開放授權條款-第1版,,2020/03/26 00:00,授權說明網址: http://data.gov.tw/license
119678,核子反應器設施持照運轉員人數,行政院原子能委員會,公共資訊,我國核子反應器設施，包括三座運轉中核能電廠、興建中之龍門電廠(核四廠)及清華大學水池式反應器之運轉人員執照核發現況，含性別統計。,核子反應器設施持照運轉員人數;領有高級運轉員執照人數;領有運轉員執照人數,每年,政府資料開放授權條款-第1版,https://www.aec.gov.tw/%E6%A0%B8%E8%83%BD%E5%AE%89%E5%85%A8/%E9%81%8B%E8%BD%89%E4%BA%BA%E5%93%A1%E5%9F%B7%E7%85%A7%E7%AE%A1%E5%88%B6/%E6%A0%B8%E5%AD%90%E5%8F%8D%E6%87%89%E5%99%A8%E9%81%8B%E8%BD%89%E4%BA%BA%E5%93%A1%E5%9F%B7%E7%85%A7%E6%A0%B8%E7%99%BC%E7%8F%BE%E6%B3%81--3_22_105.html,2020/03/26 00:00,
