資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
120115,台灣糖業公司_屏東區處牧草種植相關資訊,台灣糖業股份有限公司,休閒旅遊,台糖公司屏東區處農場種植牧草之區號及面積,農場別;區號;面積(公頃),每年,政府資料開放授權條款-第1版,,2020/04/23 00:00,
120116,台灣糖業公司_花蓮糖廠文化資產清冊,台灣糖業股份有限公司,休閒旅遊,花蓮糖廠轄管文化資產經花蓮縣政府指定或登錄為文化資產清冊。,序號;類別;文化性資產編號;品項;備註,每年,政府資料開放授權條款-第1版,,2020/04/23 00:00,
120117,台灣糖業公司_歷年各級主管性別人數統計表,台灣糖業股份有限公司,公共資訊,由於性別平等的觀念逐漸在法令面落實，台糖公司亦依據法令努力推動性別平等相關措施，以營造友善職場環境，本資料集提供台糖公司歷年各級主管性別人數統計表。,統計年月;主管階層;各級主管人數;女性人數;女性比率,每年,政府資料開放授權條款-第1版,,2020/04/23 00:00,
120710,屏東縣各項稅捐實徵淨額與預算數及上年同期比較-108年,屏東縣政府財稅局,公共資訊,單位:新臺幣元;屏東縣內各項稅捐累計實徵數、累計實徵淨額與同期分配預算數,項目;總計;地價稅;土地增值稅;房屋稅;使用牌照稅;契稅;印花稅;娛樂稅;特別稅;罰鍰,每日,政府資料開放授權條款-第1版,"實徵淨額,上期同期比較",2020/04/22 00:00,
120728,108年全功能櫃臺件數統計表,屏東縣政府財稅局,公共資訊,屏東縣政府財稅局108年度全功能櫃臺服務件數統計,服務項目;件數;跨機關件數,每日,政府資料開放授權條款-第1版,,2020/04/22 00:00,
120714,法務部及所屬機關全球資訊網中文版首長信箱網址資訊,法務部資訊處,公共資訊,法務部及所屬機關全球資訊網中文版首長信箱網址資訊。,機關類型;機關名稱;首長信箱網址,即時,政府資料開放授權條款-第1版,,2020/04/22 00:00,
120712,108年度二級加密控制測量坐標成果清冊,臺中市政府地政局,公共資訊,108年度二級加密控制測量坐標成果清冊公告資料,點號;區;坐標系統;坐標N;坐標E;幾何高H,每年,政府資料開放授權條款-第1版,,2020/04/22 01:51,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
120713,108年度二級加密控制測量成果一覽表,臺中市政府地政局,公共資訊,108年度二級加密控制測量成果一覽表公告資料,序號;測量計畫名稱;區;辦理機關;衛星測量日期;核定日期文號;坐標系統;檢測點數;新建點數;點位等級,每年,政府資料開放授權條款-第1版,,2020/04/22 01:52,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
120709,臺中市政府警察局109年2月份交通事故資料,臺中市政府警察局,交通及通訊,本局109年2月份交通事故逐案細部資料,年;月;日;時;分;縣市;區;死;受傷;2-30;天候;光線;道路類別;速限;道路型態;事故位置;路面鋪裝;路面狀態;路面缺陷;障礙物;視距;號誌種類;號誌動作;分向設施;快車道或一般車道間;快慢車道間;路面邊線;事故類型及型態;主要肇因;受傷程度;主要傷處;保護裝備;行動電話;當事者區分;車輛用途;當事者行動狀態;駕駛資格情形;駕駛執照種類;飲酒情形;車輛撞擊部位最初;車輛撞擊部位其他;肇事因素個別;肇事因素主要;肇事逃逸;職業;旅次目的;車種;GPS座標;事故類別,每月,政府資料開放授權條款-第1版,,2020/04/22 10:21,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387130000C ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
120707,行政院人事行政總處公務人力發展學院109年3月份會計月報,行政院人事行政總處公務人力發展學院,公共資訊,行政院人事行政總處公務人力發展學院109年3月份會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;業務計畫或工作計畫;經資門;執行數;會計分類;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;基金別;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;金額_本月數;金額_累計數;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;預算項目;預算執行數;調整數;會計收支;會計科目,每月,政府資料開放授權條款-第1版,https://www.hrd.gov.tw/1122/2142/47563/47605/Lpsimplelist;https://www.hrd.gov.tw/1122/2142/47563/47605/Lpsimplelist,2020/04/22 00:00,
120711,地區年齡性別統計表-嚴重特殊傳染性肺炎-依個案研判日統計,衛生福利部疾病管制署,就醫,2020年起各地區、各年齡層、性別之病例數統計表(疾病名稱：嚴重特殊傳染性肺炎，日期種類：研判日，病例種類：確定病例，感染來源：本土、境外移入)。本資料集每日依系統固定排程更新一次，呈現截至前一日之統計資訊。,確定病名;個案研判日;縣市;性別;是否為境外移入;年齡層;確定病例數,每日,政府資料開放授權條款-第1版,,2020/04/22 00:00,
