資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
117626,公務人員退休撫卹基金管理委員會109年度法定預算書表,公務人員退休撫卹基金管理委員會,公共資訊,公務人員退休撫卹基金管理委員會109年度法定預算書表,,每年,政府資料開放授權條款-第1版,,2020/02/15 00:00,
117601,苗栗縣109年公告地價及公告土地現值,地政處,購屋及遷徙,揭露苗栗縣109年公告地價及公告土地現值。,縣市別;鄉鎮市別;段小段;地號;公告現值;公告地價,每年,政府資料開放授權條款-第1版,,2020/02/15 00:00,
117609,客家委員會海外客家社團,客家委員會,公共資訊,客委會自95年起收錄海外客家社團之基本資料,team_name;country_name;city_name,每日,政府資料開放授權條款-第1版,,2020/02/15 15:02,
117629,客家委員會客家文化創意產業課程表,客家委員會,求學及進修,當傳統客家民俗，加入創意新奇元素，可以為客家激發出哪些創意火花呢？「藍衫與花布的創新設計與應用」及「文創產業再造客庄」、「探索創新客家美食的奧秘」等課程為您揭曉絕妙好點子！,course_name;teacher;source;course_series;course_outline;course_description;subject_keyword;subject_properties;hours,每日,政府資料開放授權條款-第1版,,2020/02/15 16:51,
117584,總統府108年會計月報,總統府,公共資訊,總統府108年會計月報,,每月,政府資料開放授權條款-第1版,,2020/02/15 00:00,
117592,總統府109年會計月報,總統府,公共資訊,總統府109年會計月報,,每月,政府資料開放授權條款-第1版,,2020/02/15 00:00,
117610,總統府107年會計月報,總統府,公共資訊,總統府107年會計月報(PDF)(XML),會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,https://www.president.gov.tw/Page/317/917/%E7%B8%BD%E7%B5%B1%E5%BA%9C107%E5%B9%B4%E5%BA%A6%E6%9C%83%E8%A8%88%E6%9C%88%E5%A0%B1-,2020/02/15 00:00,
117580,108年度上半年對議員所提地方建設建議事項處理明細表,臺中市政府主計處,公共資訊,108年度上半年對議員所提地方建設建議事項處理明細表,議員姓名;建議項目及內容;建議地點;核定金額;經費支用科目;主辦機關;招標方式;得標廠商,每10年,政府資料開放授權條款-第1版,,2020/02/15 08:37,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387200000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
117581,108年度下半年對議員所提地方建設建議事項處理明細表,臺中市政府主計處,公共資訊,108年度下半年對議員所提地方建設建議事項處理明細表,議員姓名;建議項目及內容;建議地點;建議金額;核定金額;經費支用科目;主辦機關;招標方式;得標廠商,每10年,政府資料開放授權條款-第1版,,2020/02/15 08:38,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387200000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
117585,10999-04-02-2 臺中市政府政風處預防工作績效統計,臺中市政府政風處,公共資訊,政風處預防工作績效統計，包括廉政研究、廉政社會參與、公共工程抽查驗、預警作為等，採按季統計，於隔年2月彙整後，於3月1日在臺中市政府公務統計資訊網公開。,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2020/02/15 09:43,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
