資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
109172,10730-04-10-2 臺中市長期照顧十年計畫(三)-家庭托顧,臺中市政府衛生局,公共資訊,臺中市長期照顧十年計畫(三)-家庭托顧,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2019/10/16 12:00,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
109173,10532-00-09-2 臺中市主要死亡原因,臺中市政府衛生局,公共資訊,臺中市主要死亡原因,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2019/10/16 12:00,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
109174,10570-00-01-2 臺中市政府醫療保健經費支出,臺中市政府衛生局,公共資訊,臺中市政府醫療保健經費支出,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2019/10/16 12:00,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
109175,10512-02-09-2 臺中市醫事機構暨人員開(執)業現況表,臺中市政府衛生局,公共資訊,臺中市醫事機構暨人員開(執)業現況表,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2019/10/16 12:00,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
109182,臺北市準公共化托嬰中心,臺北市政府社會局,公共資訊,嬰幼兒照顧服務-準公共化托嬰中心,編號;機構名稱;行政區;地址;電話;核定收托人數;托育時間;評鑑結果,每月,政府資料開放授權條款-第1版,,2019/10/16 00:00,
109183,友善兒童少年福利服務據點,臺北市政府社會局,公共資訊,兒童與少年服務-友善兒童少年福利服務據點,編號;機構名稱;計畫名稱;電話;地址;服務區域,每月,政府資料開放授權條款-第1版,,2019/10/16 00:00,
109184,臺北市老人安養暨長期照顧機構評鑑,臺北市政府社會局,公共資訊,銀髮族服務-老人安養暨長期照顧機構評鑑,編號;機構名稱;行政區;地址;電話;負責人;99~107年評鑑成績;備註,每月,政府資料開放授權條款-第1版,,2019/10/16 00:00,
109185,臺北市身障社區長照機構,臺北市政府社會局,公共資訊,身心障礙者服務-身障社區長照機構,編號;機構名稱;經營單位;行政區;連絡電話;服務人數;失能等級;地址;聯絡人,每月,政府資料開放授權條款-第1版,,2019/10/16 00:00,
109166,臺南市垃圾清運點資料,臺南市政府環境保護局,公共資訊,本資料集提供臺南市垃圾清運點資訊。,AREA;ROUTEID;ROUTEORDER;VILLAGE;POINTNAME;TIME;LONGITUDE;LATITUDE;WORDDAY;RECYCLEDAY,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/trashroutes;https://data.tainan.gov.tw/dataset/trashroutes;https://data.tainan.gov.tw/dataset/trashroutes,2019/10/15 07:21,考量資料庫負載能力及網站頻寬用量，資料檔案每 3 分鐘更新一次，並且將資料壓縮後提供壓縮檔下載。
108763,游離輻射防護法相關證照統計,行政院原子能委員會,公共資訊,游離輻射防護法相關證照統計,,每月,政府資料開放授權條款-第1版,https://www.aec.gov.tw/u/v/3bq,2019/10/09 00:00,
109170,109年度行政院農業委員會家畜衛生試驗所單位預算案,行政院農業委員會,公共資訊,109年度行政院農業委員會家畜衛生試驗所單位預算案下載網址,檔案名稱;下載連結,不更新,政府資料開放授權條款-第1版,https://www.nvri.gov.tw/Module/DisplayPageContent.aspx?pid=zd2V8WDPGXM%3d;https://www.nvri.gov.tw/Module/DisplayPageContent.aspx?pid=zd2V8WDPGXM%3d,2019/09/18 00:00,
