資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
130313,交通部高速公路局北區養護工程分局簡介,交通部高速公路局,公共資訊,"項次,簡介名稱,連結網址",項次;簡介名稱;連結網址,每年,政府資料開放授權條款-第1版,,2020/09/23 00:00,
130329,109年度約聘(僱)人員聘(僱)用計畫表,人事處,公共資訊,109年度約聘(僱)人員聘(僱)用計畫表,序號;職稱;人數;工作內容;須具資格條件;聘僱期限;等別;薪點;折合金額;年需經費;經費來源;備註<br><br>,每年,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/109092301,2020/09/23 08:17,
130317,採購案件稽核統計表,役政署,公共資訊,內政部採購稽核小組稽核本署採購案件,Auditing_date;Number_of_the_procurement;Subject_of_the_procurement;<br>Attribute_of_the_procument;Procurement_value; Budget_amount; Tendering_procedures; Multiple_award; The_principle_of_contract _awarding; Awarded_contract_value; The_awarded_tenderer; The_date_of_contract_ awarding;Time-limit_for_contract_performance; The_performance _bond,每年,政府資料開放授權條款-第1版,,2020/09/14 15:29,
130318,內政部役政署108年度廉政倫理事件登錄案件相關統計一覽表,役政署,公共資訊,108年度廉政倫理事件登錄案件統計,category;accepting_gift;drink_and_dining_treats;requests_for_intercession_with_influence,每年,政府資料開放授權條款-第1版,,2020/09/14 13:46,
130321,役政署重大計畫預算執行績效表,役政署,公共資訊,本署每年辦理，有關年度重大計畫預算執行情形，藉以提供該計畫執行績效之資訊。,Projectname;Projecttotalbudget<br>;Budgetpreparedasofthisyear;<br>Availablebudgetforthisyear-Previousyear;<br>Thisyear;<br>Total1<br>;AccumulatedappropriationallotmentasoftheendofMarch20202;AccumulatedspendingasoftheendofMarch2020-Previousyear;<br>Thisyear ;Total3;BudgetImplementationEfficiency32<br>;BudgetAchievingRate31;ReasonsforbudgetImplementationefficiencyoflessthan90andimprovementmeasures<br>,每季,政府資料開放授權條款-第1版,,2020/09/15 09:41,
130322,役男因病停役免予回役人數統計表,役政署,公共資訊,區分常備兵役與替代役核定人數,Category;Year_100;Year_101;Year_102;Year_103;Year_104;Year_105;Year_106;Year_107;Year_108,每年,政府資料開放授權條款-第1版,,2020/09/15 17:26,
130307,1960-2017年全臺各縣市溫度網格月平均資料,科技部,公共資訊,使用全台各局處包含氣象局局屬測站、自動雨量站、水利署、農田水利會及臺電等測站觀測資料，進行補遺、均一化及網格化等作業後，建立之全台5公里見方解析度網格資料。不含金門縣、連江縣；NaN表示無值。,縣市;資料下載網址,每年,政府資料開放授權條款-第1版,https://dwfile.ncdr.nat.gov.tw/Opendata/Metadata/002_Obstemp/Opendata002.pdf,2020/09/23 00:00,
130309,1960-2017年全臺各縣市雨量網格月平均資料,科技部,公共資訊,使用全台各局處包含氣象局局屬測站、自動雨量站、水利署、農田水利會及臺電等測站觀測資料，進行補遺、均一化及網格化等作業後，建立之全台5公里見方解析度網格資料。不含金門縣、連江縣；NaN表示無值。,縣市;資料下載網址,每年,政府資料開放授權條款-第1版,https://dwfile.ncdr.nat.gov.tw/Opendata/Metadata/003_ObsRain/Opendata003.pdf,2020/09/23 00:00,
130323,考選業務基金109年度法定預算,考選部,公共資訊,考選業務基金108年度法定預算,,不更新,政府資料開放授權條款-第1版,https://wwwc.moex.gov.tw/main/content/wHandMenuFile.ashx?file_id=2655,2020/09/23 00:00,
130325,考選業務基金110年度預算案,考選部,公共資訊,考選業務基金110年度預算案,,不更新,政府資料開放授權條款-第1版,,2020/09/23 00:00,
