資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
101626,國立海洋生物博物館107年預算,國立海洋生物博物館,公共資訊,SEQNO、LEVEL、BOLD、項目、合計-金額、合計-百分比、合計,SEQNO;LEVEL;BOLD;項目;行政院主管-金額;行政院主管-百分比;內政部主管-金額;內政部主管-百分比;國防部主管-金額;國防部主管-百分比;財政部主管-金額;財政部主管-百分比;教育部主管-金額;教育部主管-百分比;法務部主管-金額;法務部主管-百分比;經濟部主管-金額;經濟部主管-百分比;交通部主管-金額;交通部主管-百分比;國軍退除役官兵輔導委員會主管-金額;國軍退除役官兵輔導委員會主管-百分比;科技部主管-金額;科技部主管-百分比;農業委員會主管-金額;農業委員會主管-百分比;勞動部主管-金額;勞動部主管-百分比;衛生福利部主管-金額;衛生福利部主管-百分比;文化部主管-金額;文化部主管-百分比;國立故宮博物院主管-金額;國立故宮博物院主管-百分比;原住民族委員會主管-金額;原住民族委員會主管-百分比;考試院考選部主管-金額;考試院考選部主管-百分比;合計-金額;合計-百分比;行政院主管;內政部主管;國防部主管;財政部主管;教育部主管;法務部主管;經濟部主管;交通部主管;國軍退除役官兵輔導委員會主管;科技部主管;農業委員會主管;勞動部主管;衛生福利部主管;文化部主管;國立故宮博物院主管;原住民族委員會主管;考試院考選部主管;合計,每年,政府資料開放授權條款-第1版,,2019/05/06 00:00,
101509,加工出口區高雄園區事業類別樓地板持有面積,經濟部加工出口區管理處,公共資訊,1.提供本園區各事業別所持有之樓地板面積等資訊。 2.收集此資料之目的：管理園區土地及廠房使用。 3.收集此資料之方式：於廠房轉讓時取得。,行業類別;自有建物樓地板面積;比例,即時,政府資料開放授權條款-第1版,,2019/05/06 00:00,
101632,107年度二級加密控制測量坐標成果清冊資料,臺中市政府地政局‧地價科,公共資訊,公告臺中市107年度加密控制測量成果清冊108年5月2日府授地測二字第1080095252號函，霧峰、大雅、太平、北屯、南屯、大甲、后里、中區、西區、南區、北區、東區、西屯區、神岡區、殺鹿區等15區,,即時,政府資料開放授權條款-第1版,,2019/05/06 13:57,
101625,臺中市女兒館,臺中市政府社會局‧長青福利科,公共資訊,一個對台中地區女孩友善的性別環境，讓女孩在自在的空間中能充分發揮自己的潛能，並提供女孩發聲的平台與參與公民論壇的機會。,中心名稱;管理人;聯絡人;電話;傳真;地址;X坐標;Y坐標;電子信箱;相關網址;服務時間;休館時間;轄區;服務對象,每年,政府資料開放授權條款-第1版,,2019/05/06 11:08,
101635,臺中市108年2月份十大易肇事路段(口),臺中市政府警察局交通警察大隊,交通及通訊,臺中市108年2月份十大高肇事路口交通事故資料,轄區分局;路口名稱;件數;肇事熱時;主要肇因,即時,政府資料開放授權條款-第1版,,2019/05/06 16:09,
101631,107年度二級加密控制測量坐標成果清冊,臺中市政府資訊中心,公共資訊,107年度二級加密控制測量成果一覽表,序號;測量計畫名稱;區;辦理機關;衛星測量日期;核定日期文號;坐標系統;檢測點數;新建點數;點位等級,每年,政府資料開放授權條款-第1版,,2019/05/06 13:39,
101637,大肚台地歷史與人文調查_考古遺址,臺中市政府都市發展局‧秘書室第一股,生活安全及品質,大肚台地歷史與人文調查_考古遺址,編號;名稱;拍攝日期;照片描述;照片,即時,政府資料開放授權條款-第1版,,2019/05/06 16:32,
101639,大肚台地產業與資源調查_民生工業,臺中市政府都市發展局‧秘書室第一股,生活安全及品質,大肚台地產業與資源調查_民生工業,編號;工廠名稱;廠址;產業類別;產品名稱;照片;備註,即時,政府資料開放授權條款-第1版,,2019/05/06 17:05,
101622,臺灣高等法院高雄分院108年度4月份會計報告,臺灣高等法院高雄分院,公共資訊,臺灣高等法院高雄分院108年度4月份會計報告,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,,2019/05/06 00:00,
101644,高雄市客委會志工性別統計,高雄市政府客家事務委員會,退休,高雄市客委會106至107年志工性別統計,年度;男性;女性;通過客語認證;總人數,每月,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/hakka-volunteer,2019/05/01 09:19,
101645,高雄市政府免費法律諮詢服務,高雄市政府法制局,公共資訊,由高雄市具服務熱忱之執業律師蒞府為市民解答法律疑難，相關法律意見係服務律師本其專業所提供之個人見解，提供參考。 每時段受理諮詢人數為9人，諮詢時間以20分鐘為限。（現場狀況採名額制，9名民眾受理及諮詢完為止）。四維行政中心開放每場次電話預約3名，限預約隔日(不含假日)。 ※各服務地點辦理法律諮詢方式不同，建議致電洽詢承辦人，避免撲空。 ​本免費法律諮詢服務，權責機關為高雄市政府研究發展考核委員會（研考會），如有相關疑義，請逕洽該會電話：3373686。,地點;電話;地址;星期一上午;星期一下午;星期二上午;星期二下午;星期三上午;星期三下午;星期四上午;星期四下午;星期五上午;星期五下午,每月,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/freelegaladvice,2019/04/26 07:34,
101646,高雄市政府國家賠償及訴願案件統計-訴願案件,高雄市政府法制局,公共資訊,資料來源：本局秘書室依據國家賠償及訴願案件登記表資料編製。,年度;前期未結案;本期新受理;合計;訴願駁回;撤銷另處;原處分撤銷;訴願不受理;撤回;移轉管轄;其他;本期未結案;=;+;-,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/https-data-kcg-gov-tw-organization-law,2019/04/26 07:13,
101640,銀髮族服務-社區整體照顧服務體系_A,高雄市政府社會局,老年安養,銀髮族服務,org id;lat;lng;informaddress;hlink;informtel;servItem;servTime;dataOrg;doOrg,每月,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/frg0624,2019/05/06 06:41,
101641,銀髮族服務-社區整體照顧服務體系_C,高雄市政府社會局,老年安養,銀髮族服務,org id;lat;lng;informaddress;hlink;informtel;servItem;servTime;dataOrg;doOrg,每月,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/frg0626,2019/05/06 06:40,
101642,綜合性社會福利服務-綜合社會福利服務館,高雄市政府社會局,公共資訊,綜合性社會福利服務,org id;lat;lng;informaddress;hlink;informtel;servItem;servTime;dataOrg;doOrg,每月,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/frg1003,2019/05/02 00:56,
101643,身心障礙者服務-樂活補給站,高雄市政府社會局,生活安全及品質,身心障礙者服務,org id;lat;lng;informaddress;hlink;informtel;servItem;servTime;dataOrg;doOrg,每月,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/frg0818,2019/05/02 00:55,
101647,高雄市市長選舉鳥松區開票結果,高雄市鳥松區公所,選舉及投票,高雄市市長選舉鳥松區開票結果,開票結果,每月,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/108b1;https://data.kcg.gov.tw/dataset/108b1,2019/04/24 07:27,
101648,高雄市鳥松區里長選舉候選人得票數統計表,高雄市鳥松區公所,選舉及投票,高雄市鳥松區里長選舉候選人得票數統計表,里長選舉候選人得票數統計表,每4年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/niaosong108a,2019/04/24 06:49,
101649,高雄市市議員選舉第5選舉區開票統計結果,高雄市鳥松區公所,公共資訊,高雄市市議員選舉第5選舉區開票統計結果,高雄市市議員選舉第5選舉區開票統計結果,每月,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/2-5,2019/04/24 06:47,
