資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
99762,108年1月司法院及所屬各級法院之終結案件資料與欄位說明,司法院,公共資訊,108年1月司法院及所屬各級法院之終結案件資料，資料提供格式請參閱「司法統計系統資料欄位說明」,,每月,政府資料開放授權條款-第1版,,2019/03/15 00:00,
99872,村里長名冊,嘉義縣政府,公共資訊,村里長名冊,村里長名冊,每半年,政府資料開放授權條款-第1版,,2019/03/14 00:00,
99218,107年度通訊傳播監督管理基金附屬單位預算,國家通訊傳播委員會,交通及通訊,107年度通訊傳播監督管理基金附屬單位預算書表(自108年2月22日起不再更新),SEQNO;LEVEL;BOLD;前年度決算數;項目;本年度預算數;上年度預算數;比較增減;預算數;說明;科目及業務項目;單位;預算數-數量;預算數-利率;預算數-金額;業務計畫及用途別科目;計畫內容說明;計畫別;單位成本或平均利率;數量;民國105年12月31日實際數;科目;民國107年12月31日預計數;民國106年12月31日預計數;年度及項目;上年度最高可進用員額數;本年度增減數;本年度最高可進用員額數;正式員額薪資;聘僱人員薪資;超時工作報酬;津貼;獎金-年終獎金;獎金-考績獎金;獎金-其他;退休及卹償金-退休金;退休及卹償金-卹償金;資遣費;福利費-分擔保險費;福利費-傷病醫藥費;福利費-提撥福利金;福利費-其他;提繳費;合計;兼任人員用人費用;總計;科目名稱;通訊傳播監理政策企劃計畫;通訊傳播基礎設施事務監理計畫;平臺事業監理計畫;通訊傳播射頻與資源業務監理計畫;傳播事務監理計畫;法制業務計畫;地區監理計畫;一般建築及設備計畫;增購部分-數量;增購部分-金額;汰舊換新部分-數量;汰舊換新部分-金額;合計-數量;合計-金額;取得成本_舉債數;以前年度累計折舊_長期投資評價_未攤銷溢價;本年度增加數;本年度減少數;本年度累計折舊_長期投資評價變動數_攤銷數;期末餘額,不更新,政府資料開放授權條款-第1版,,2019/03/14 00:00,
99220,107年度有線廣播電視事業發展基金附屬單位預算,國家通訊傳播委員會,交通及通訊,107年度有線廣播電視事業發展基金附屬單位預算書表(自108年2月22日起不再更新),SEQNO;LEVEL;BOLD;前年度決算數;項目;本年度預算數;上年度預算數;比較增減;預算數;說明;科目及業務項目;單位;預算數-數量;預算數-利率;預算數-金額;業務計畫及用途別科目;計畫內容說明;計畫別;單位成本或平均利率;數量;民國105年12月31日實際數;科目;民國107年12月31日預計數;民國106年12月31日預計數;年度及項目;上年度最高可進用員額數;本年度增減數;本年度最高可進用員額數;正式員額薪資;聘僱人員薪資;超時工作報酬;津貼;獎金-年終獎金;獎金-考績獎金;獎金-其他;退休及卹償金-退休金;退休及卹償金-卹償金;資遣費;福利費-分擔保險費;福利費-傷病醫藥費;福利費-提撥福利金;福利費-其他;提繳費;合計;兼任人員用人費用;總計;科目名稱;一般行政管理計畫;有線電視普及發展與災害復建補助計畫;有線廣播電視現況調查及服務品質提升計畫;撥付地方政府及捐贈公視計畫;取得成本_舉債數;以前年度累計折舊_長期投資評價_未攤銷溢價;本年度增加數;本年度減少數;本年度累計折舊_長期投資評價變動數_攤銷數;期末餘額,不更新,政府資料開放授權條款-第1版,,2019/03/14 00:00,
99835,客家委員會「伯公照護站」名冊,客家委員會,老年安養,「伯公照護站」名冊,city_name;No;Unit_name;Address,每日,政府資料開放授權條款-第1版,,2019/03/14 08:53,
99837,客家委員會看影片學客語,客家委員會,求學及進修,看影片學客語！不論是優質戲劇、電影或是行腳節目，在本主題課程中，您可以任意觀賞，不讓您錯過任何精彩節目！,course_name;teacher;source;course_series;course_outline;course_description;subject_keyword;subject_properties;hours,每日,政府資料開放授權條款-第1版,,2019/03/14 08:59,
99838,客家委員會客語辭彙,客家委員會,求學及進修,客語詞彙資料庫網站，可透過腔調種類客語詞彙資料庫網站，可透由透過腔調種類（四縣(含南四縣)、海陸、大埔、饒平(含桃園、新竹、苗栗)、詔安）、詞彙分類（18單元）及關鍵字做為搜尋條件，找出您要的客語詞彙，每個詞彙有華語、英語的辭義解釋，並有造句範例說明及發音，另外客語認證詞彙資料庫新增「我的專區」，可將閱讀過的客語詞彙收藏於專區內進行辭彙練習，還可將自己的發音錄製上傳，聽看看自己的發音，以做為發音改善參考。,kind;accent;hakka_risigned;hakka_phoneticon;hakka_voice;chinese_risigned;hakka_sentence;hakka_sentence_voice;chinese_translation,每日,政府資料開放授權條款-第1版,,2019/03/14 09:23,
99848,客家委員會桐花景點步道,客家委員會,公共資訊,客委會桐花祭活動推薦之賞桐景點及步道資料,viewpoint;address;tel;transportation_1;transportation_2;memo;charge;latitude;longitude;url,每日,政府資料開放授權條款-第1版,,2019/03/14 10:37,
99849,客家委員會「客家美食HAKKA FOOD」榮譽標章餐廳,客家委員會,公共資訊,提供本會「客家美食HAKKA FOOD」榮譽標章餐廳相關資訊。,restaurant;tel;address;latitude;longitude;url,每日,政府資料開放授權條款-第1版,,2019/03/14 10:42,
99853,客家委員會地方政府推薦客家餐廳,客家委員會,公共資訊,提供地方政府推薦之客家餐廳相關資訊。,restaurant;tel;address;latitude;longitude,每日,政府資料開放授權條款-第1版,,2019/03/14 10:51,
