資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
113871,澎湖縣馬公市108年公告地價暨公告土地現值批次資料,澎湖縣政府,公共資訊,澎湖縣馬公市108年公告地價暨公告土地現值批次資料,鄉市代碼;段別;地號;公告土地現值;公告地價,每年,政府資料開放授權條款-第1版,,2019/12/28 00:00,無
113819,107年臺南1999每月派工案件,研究發展考核委員會,公共資訊,107年臺南1999每月派工案件,立案案號;承辦機關;立案時間;類型;事項;行政區;地點;立案日期,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/107-1999;https://data.tainan.gov.tw/dataset/107-1999;https://data.tainan.gov.tw/dataset/107-1999;https://data.tainan.gov.tw/dataset/107-1999;https://data.tainan.gov.tw/dataset/107-1999;https://data.tainan.gov.tw/dataset/107-1999;https://data.tainan.gov.tw/dataset/107-1999;https://data.tainan.gov.tw/dataset/107-1999;https://data.tainan.gov.tw/dataset/107-1999;https://data.tainan.gov.tw/dataset/107-1999;https://data.tainan.gov.tw/dataset/107-1999;https://data.tainan.gov.tw/dataset/107-1999,2019/12/23 07:12,
113824,本會及所屬局人事統計表,金融監督管理委員會,投資理財,本會及所屬局人事統計表,年;官等;預算員額;現員;缺員;男主管;男非主管;女主管;女非主管;博士;碩士;大學畢;專科畢;高中職;國初中;年齡<25;年齡25-29;年齡30-34;年齡35-39;年齡40-44;年齡45-49;年齡50-54;年齡55-69;年齡60-64;年齡>64;本年人員到職;本年人員離職,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113825,中央存款保險公司人事統計表,金融監督管理委員會,公共資訊,中央存款保險公司人事統計表,年;官等;預算員額;現員;缺員;男主管;男非主管;女主管;女非主管;博士;碩士;大學畢;專科畢;高中職;國初中;年齡<25;年齡25-29;年齡30-34;年齡35-39;年齡40-44;年齡45-49;年齡50-54;年齡55-69;年齡60-64;年齡>64;本年人員到職;本年人員離職,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113826,財團法人金融消費評議中心評議案件性別統計,金融監督管理委員會,投資理財,財團法人金融消費評議中心評議案件性別統計,年;性別;銀行業件數;銀行業比例;證券期貨業件數;證券期貨業比例;保險業件數;保險業比例;其他件數;其他比例;合計件數;合計比例;備註,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113827,保險業登錄業務員性別統計表,金融監督管理委員會,投資理財,保險業登錄業務員性別統計表,年;業別;合計;男性人數;男性分配比;女性人數;女性分配比,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113828,長期照顧保險被保險人性別統計表,金融監督管理委員會,投資理財,長期照顧保險被保險人性別統計表,年;業別;合計;男性人數;男性分配比;女性人數;女性分配比,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113836,銀行及信用合作社受僱員工性別統計表,金融監督管理委員會,投資理財,銀行及信用合作社受僱員工性別統計表,年;總計人數;總計_男;總計_男分配比;總計_女;總計_女分配比;銀行業小計;銀行業_男;銀行業_男分配比;銀行業_女;銀行業_女分配比;信用合作社小計;信用合作社_男;信用合作社_男分配比;信用合作社_女;信用合作社_女分配比,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113837,銀行承作各項放款業務及逾期情形性別統計資料彙整表,金融監督管理委員會,投資理財,銀行承作各項放款業務及逾期情形性別統計資料彙整表,年;授信類別;額度_男性;件數_男性;平均每筆額度_男性;餘額_男性;逾期放款比率_男性;額度_女性;件數_女性;平均每筆額度_女性;餘額_女性;逾期放款比率_女性,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113838,不動產授信之性別統計,金融監督管理委員會,求職及就業,不動產授信之性別統計,年;月;平均房貸利率_男性;平均房貸利率_女性;購屋貸款餘額_男性;購屋貸款餘額_女性;逾放金額_男性;逾放金額_女性;逾放比率_男性;逾放比率_女性,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113839,信託業安養信託性別統計表,金融監督管理委員會,投資理財,信託業安養信託性別統計表,年;類別;董事人數;男性人數;男性比率;女性人數;女性比率;女性比率標準差,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113840,金融控股公司及本國銀行董事性別比率統計表,金融監督管理委員會,投資理財,金融控股公司及本國銀行董事性別比率統計表,年;合計人數;合計_男性人數;合計_男性分配比;合計_女性人數;合計_女性分配比;受益人70_含_歲以上人數_小計;受益人70_含_歲以上人數_男性人數;受益人70_含_歲以上人數_男性分配比;受益人70_含_歲以上人數_女性人數;受益人70_含_歲以上人數_女性分配比;受益人70_含_歲以下人數_小計;受益人70_含_歲以下人數_男性人數;受益人70_含_歲以下人數_男性分配比;受益人70_含_歲以下人數_女性人數;受益人70_含_歲以下人數_女性分配比,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113841,金融業內部稽核人員性別統計表-按金融業別,金融監督管理委員會,投資理財,金融業內部稽核人員性別統計表-按金融業別,年;性別;銀行業件數;銀行業比例;證券期貨業件數;證券期貨業比例;保險業件數;保險業比例;其他件數;其他比例;合計件數;合計比例;備註,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113842,金融業內部稽核人員性別統計表-按職務別,金融監督管理委員會,投資理財,金融業內部稽核人員性別統計表-按職務別,年;職務別;合計;男性人數;男性分配比;女性人數;女性分配比,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113843,我國期貨市場新開戶數及交易量男女占比,金融監督管理委員會,投資理財,我國期貨市場新開戶數及交易量男女占比,年度;開戶數_男性比;開戶數_女性比;交易量_男性比;交易量_女性比,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113844,投資人性別平等報告_上市統計資料,金融監督管理委員會,投資理財,投資人性別平等報告_上市統計資料,,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113845,投資人性別平等報告_上櫃統計資料,金融監督管理委員會,投資理財,投資人性別平等報告_上櫃統計資料,,每年,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113829,微型保險累計被保險人按性別、投保年齡統計,金融監督管理委員會保險局,投資理財,微型保險累計被保險人按性別、投保年齡統計,年月;年紀區間;男性人數_人;男性保額_萬元;女性人數_人;女性保額_萬元,每季,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113830,微型保險累計被保險人按性別、身分別統計,金融監督管理委員會保險局,投資理財,微型保險累計被保險人按性別、身分別統計,年月;經濟弱勢者或特定身分者;男性人數;男性保額_萬元;女性人數;女性保額_萬元,每季,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
113831,微型保險累計被保險人按區域別統計,金融監督管理委員會保險局,投資理財,微型保險累計被保險人按區域別統計,年月;區域;累計被保險人人數男性_人;累計被保險人人數女性_人,每季,政府資料開放授權條款-第1版,,2019/12/27 00:00,授權說明網址: http://data.gov.tw/license OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
