資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
109407,新北市黃金資收站資訊-三峽區,新北市政府環境保護局,公共資訊,為提昇資源回收量、降低垃圾量、落實垃圾變黃金之理念、並鼓舞社區活力、推廣環境教育及改善環境衛生，新北市政府環境保護局從100年8月底啟動「黃金資收站」政策，本政策鼓勵里長設置資收站，里民將資收物帶至資收站，即可秤重、累積點數並換取新北市專用垃圾袋等兌換品；此網頁提供新北市黃金資收站設置資訊。-三峽區,number;district;village;no;name;address;tel;recycle_address;open_time;state;twd97X;twd97Y;wgs84aX;wgs84aY,每季,政府資料開放授權條款-第1版,,2017/03/06 13:54,
109408,新北市黃金資收站資訊-新莊區,新北市政府環境保護局,公共資訊,為提昇資源回收量、降低垃圾量、落實垃圾變黃金之理念、並鼓舞社區活力、推廣環境教育及改善環境衛生，新北市政府環境保護局從100年8月底啟動「黃金資收站」政策，本政策鼓勵里長設置資收站，里民將資收物帶至資收站，即可秤重、累積點數並換取新北市專用垃圾袋等兌換品；此網頁提供新北市黃金資收站設置資訊。-新莊區,number;district;village;no;name;address;tel;recycle_address;open_time;state;twd97X;twd97Y;wgs84aX;wgs84aY,每季,政府資料開放授權條款-第1版,,2017/03/06 13:54,
109410,新北市黃金資收站資訊-林口區,新北市政府環境保護局,公共資訊,為提昇資源回收量、降低垃圾量、落實垃圾變黃金之理念、並鼓舞社區活力、推廣環境教育及改善環境衛生，新北市政府環境保護局從100年8月底啟動「黃金資收站」政策，本政策鼓勵里長設置資收站，里民將資收物帶至資收站，即可秤重、累積點數並換取新北市專用垃圾袋等兌換品；此網頁提供新北市黃金資收站設置資訊。-林口區,number;district;village;no;name;address;tel;recycle_address;open_time;state;twd97X;twd97Y;wgs84aX;wgs84aY,每季,政府資料開放授權條款-第1版,,2017/03/09 00:14,
109411,新北市黃金資收站資訊-坪林區,新北市政府環境保護局,公共資訊,為提昇資源回收量、降低垃圾量、落實垃圾變黃金之理念、並鼓舞社區活力、推廣環境教育及改善環境衛生，新北市政府環境保護局從100年8月底啟動「黃金資收站」政策，本政策鼓勵里長設置資收站，里民將資收物帶至資收站，即可秤重、累積點數並換取新北市專用垃圾袋等兌換品；此網頁提供新北市黃金資收站設置資訊。-坪林區,number;district;village;no;name;address;tel;recycle_address;open_time;state;twd97X;twd97Y;wgs84aX;wgs84aY,每季,政府資料開放授權條款-第1版,,2017/03/09 00:14,
109412,新北市黃金資收站資訊-雙溪區,新北市政府環境保護局,公共資訊,為提昇資源回收量、降低垃圾量、落實垃圾變黃金之理念、並鼓舞社區活力、推廣環境教育及改善環境衛生，新北市政府環境保護局從100年8月底啟動「黃金資收站」政策，本政策鼓勵里長設置資收站，里民將資收物帶至資收站，即可秤重、累積點數並換取新北市專用垃圾袋等兌換品；此網頁提供新北市黃金資收站設置資訊。-雙溪區,number;district;village;no;name;address;tel;recycle_address;open_time;state;twd97X;twd97Y;wgs84aX;wgs84aY,每季,政府資料開放授權條款-第1版,,2017/03/09 00:14,
109413,新北市黃金資收站資訊-淡水區,新北市政府環境保護局,公共資訊,為提昇資源回收量、降低垃圾量、落實垃圾變黃金之理念、並鼓舞社區活力、推廣環境教育及改善環境衛生，新北市政府環境保護局從100年8月底啟動「黃金資收站」政策，本政策鼓勵里長設置資收站，里民將資收物帶至資收站，即可秤重、累積點數並換取新北市專用垃圾袋等兌換品；此網頁提供新北市黃金資收站設置資訊。-淡水區,number;district;village;no;name;address;tel;recycle_address;open_time;state;twd97X;twd97Y;wgs84aX;wgs84aY,每季,政府資料開放授權條款-第1版,,2017/03/06 13:54,
109414,新北市黃金資收站資訊-石碇區,新北市政府環境保護局,公共資訊,為提昇資源回收量、降低垃圾量、落實垃圾變黃金之理念、並鼓舞社區活力、推廣環境教育及改善環境衛生，新北市政府環境保護局從100年8月底啟動「黃金資收站」政策，本政策鼓勵里長設置資收站，里民將資收物帶至資收站，即可秤重、累積點數並換取新北市專用垃圾袋等兌換品；此網頁提供新北市黃金資收站設置資訊。-石碇區,number;district;village;no;name;address;tel;recycle_address;open_time;state;twd97X;twd97Y;wgs84aX;wgs84aY,每季,政府資料開放授權條款-第1版,,2017/03/09 00:14,
109415,新北市黃金資收站資訊-中和區,新北市政府環境保護局,公共資訊,為提昇資源回收量、降低垃圾量、落實垃圾變黃金之理念、並鼓舞社區活力、推廣環境教育及改善環境衛生，新北市政府環境保護局從100年8月底啟動「黃金資收站」政策，本政策鼓勵里長設置資收站，里民將資收物帶至資收站，即可秤重、累積點數並換取新北市專用垃圾袋等兌換品；此網頁提供新北市黃金資收站設置資訊。-中和區,number;district;village;no;name;address;tel;recycle_address;open_time;state;twd97X;twd97Y;wgs84aX;wgs84aY,每季,政府資料開放授權條款-第1版,,2017/03/06 13:54,
109416,新北市黃金資收站資訊-土城區,新北市政府環境保護局,公共資訊,為提昇資源回收量、降低垃圾量、落實垃圾變黃金之理念、並鼓舞社區活力、推廣環境教育及改善環境衛生，新北市政府環境保護局從100年8月底啟動「黃金資收站」政策，本政策鼓勵里長設置資收站，里民將資收物帶至資收站，即可秤重、累積點數並換取新北市專用垃圾袋等兌換品；此網頁提供新北市黃金資收站設置資訊。-土城區,number;district;village;no;name;address;tel;recycle_address;open_time;state;twd97X;twd97Y;wgs84aX;wgs84aY,每季,政府資料開放授權條款-第1版,,2017/03/06 13:54,
109418,新北市黃金資收站資訊-鶯歌區,新北市政府環境保護局,公共資訊,為提昇資源回收量、降低垃圾量、落實垃圾變黃金之理念、並鼓舞社區活力、推廣環境教育及改善環境衛生，新北市政府環境保護局從100年8月底啟動「黃金資收站」政策，本政策鼓勵里長設置資收站，里民將資收物帶至資收站，即可秤重、累積點數並換取新北市專用垃圾袋等兌換品；此網頁提供新北市黃金資收站設置資訊。-鶯歌區,number;district;village;no;name;address;tel;recycle_address;open_time;state;twd97X;twd97Y;wgs84aX;wgs84aY,每季,政府資料開放授權條款-第1版,,2017/03/09 00:14,
