資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
101660,台灣糖業公司_台糖大事紀,台灣糖業股份有限公司,公共資訊,提供台糖公司自成立至今各年度重要記事,sn;日期;事,每日,政府資料開放授權條款-第1版,,2019/05/29 00:00,
101661,台灣糖業公司_活動公告,台灣糖業股份有限公司,公共資訊,"提供台糖公司包含人才招募,公共政策,公益頻道,台糖公告,股務訊息,政策宣導,活動快遞,重大政策,循環經濟系列論壇,提升服務效能,發燒好康,新聞資訊,農畜學院訓練資訊,台糖工會動態等公告類訊息",sn;公告標題;公告內容;類別;是否重大政策,每日,政府資料開放授權條款-第1版,,2019/05/29 00:00,
101662,台灣糖業公司_服務據點,台灣糖業股份有限公司,公共資訊,台糖公司各服務據點地址、電話及座標等資訊,sn;類別名稱;標題;據點描述;電話;營業時間;縣市;區碼;地址;gisX;gisY,每日,政府資料開放授權條款-第1版,,2019/05/29 00:00,
101663,台灣糖業公司_旅遊景點,台灣糖業股份有限公司,休閒旅遊,台糖公司各處景點介紹及交通指引等資訊,sn;景點名稱;主題;區域;飯店介紹;景點介紹;促銷好康;細詳資料;交通指引;地址;gisX;gisY,每日,政府資料開放授權條款-第1版,,2019/05/29 00:00,
101665,台灣糖業公司_加油站贈品資料,台灣糖業股份有限公司,公共資訊,台糖油品會員兌換贈品品項及扣抵點數,sn;贈品名稱;兌換點數;限時優惠兌換;類別名稱;贈品性質;贈品圖片,每日,政府資料開放授權條款-第1版,,2019/05/29 00:00,
101666,台灣糖業公司_商品銷售通路資料,台灣糖業股份有限公司,公共資訊,提供台糖商品銷售通路資料,sn;商品名稱;通路名稱,每日,政府資料開放授權條款-第1版,,2019/05/29 00:00,
101667,台灣糖業公司_台糖商品資料,台灣糖業股份有限公司,公共資訊,提供台糖商品規格、包裝單位、成分及購買資訊等資料,sn;商品編號;商品名稱;商品主類別;商品次類別;商品規格;包裝單位;商品成分;商品說明;購買資訊;購買網址;產品責任險,每日,政府資料開放授權條款-第1版,,2019/05/29 00:00,
101668,台灣糖業公司_資產公告主檔,台灣糖業股份有限公司,公共資訊,台糖公司配合政府公共政策土地資源需求，規劃整體土地的活化及運用，提供資產/合建等公告內容主檔,sn;標案類別名稱;年度;編號;土地標租方式;標案名稱;地上物或農地規範;指定作物;面積;地段地號;使用分區;招標單位;承辦人;電話;招標方式;標次;是否停標;公告日期;領標日期起;領標日期迄;領標時間;開標日期;開標時間;開標地點;投標截止日;押標金;底價;年租金率底價;權利金底價;招標文件販售地點;補充說明;地址;gisX;gisY;投標結果;參加投標數;得標金額;得標年租金率;開標說明,每日,政府資料開放授權條款-第1版,,2019/05/29 00:00,
101669,台灣糖業公司_資產公告土地明細資料,台灣糖業股份有限公司,公共資訊,台糖公司配合政府公共政策土地資源需求，規劃整體土地的活化及運用，提供資產/合建等公告主檔中所含土地明細資料,sn;資產公告主檔sn;地類別;縣市;鄉鎮;段號;母號;子號;面積;使用分區;使用地類;公告現值年;公告現值;申報地價年;申報地價;縣市名稱;鄉鎮名稱;段號名稱;小段名稱;使用分區名稱;使用地類名稱,每日,政府資料開放授權條款-第1版,,2019/05/29 00:00,
102813,嘉義縣流感疫苗公費接種服務合約醫療院所一覽表,嘉義縣衛生局,公共資訊,醫院、診所,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位",每年,政府資料開放授權條款-第1版,,2019/05/29 00:00,
102828,【公告】研擬建全圖像管理機制、培育法制人才、完備院藏文物衍生加值法令,國立故宮博物院,公共資訊,【公告】研擬建全圖像管理機制、培育法制人才、完備院藏文物衍生加值法令,,不更新,政府資料開放授權條款-第1版,,2019/05/29 00:00,
102830,國立故宮博物院107年補(捐)助經費明細表,國立故宮博物院,公共資訊,國立故宮博物院107年補(捐)助經費明細表,,不更新,政府資料開放授權條款-第1版,,2019/05/29 00:00,
102832,107年度國立故宮博物院單位決算,國立故宮博物院,公共資訊,107年度國立故宮博物院單位決算,,不更新,政府資料開放授權條款-第1版,,2019/05/29 00:00,
102834,108年度國立故宮博物院法定預算,國立故宮博物院,公共資訊,108年度國立故宮博物院法定預算,,不更新,政府資料開放授權條款-第1版,,2019/05/29 00:00,
102819,新竹美學館法規及行政規則,國立新竹生活美學館,公共資訊,新竹美學館法規及行政規則,Id;SiteId;UnitId;TypeId;FileName;Url;Content;PublishTime;Subject;PageUrl,每年,政府資料開放授權條款-第1版,,2019/05/29 00:00,
102821,新竹美學館業務統計,國立新竹生活美學館,公共資訊,新竹美學館業務統計,Id;SiteId;UnitId;TypeId;FileName;Url;Content;PublishTime;Subject;PageUrl,每年,政府資料開放授權條款-第1版,,2019/05/29 00:00,
102817,建物主要用途代碼資料,地政司,購屋及遷徙,全國土地基本資料庫之建物主要用途代碼資料,CODE;NAME,每年,政府資料開放授權條款-第1版,,2019/05/29 10:13,OAS說明文件:https://openapi.land.moi.gov.tw/WEBAPI/OAS/%E5%BB%BA%E7%89%A9%E4%B8%BB%E8%A6%81%E7%94%A8%E9%80%94.yaml
102822,結婚對數按男女雙方年齡分(按發生),戶政司,婚姻,統計年、按照別、鄉鎮市區、女方年齡、男方年齡,statistic_yyy;according;site_id;female_age;male_age;marry_pair,每年,政府資料開放授權條款-第1版,,2019/05/29 11:02,
102824,結婚對數按男女雙方年齡分(按登記),戶政司,婚姻,統計年、按照別、鄉鎮市區、女方年齡、男方年齡,statistic_yyy;according;site_id;female_age;male_age;marry_pair,每年,政府資料開放授權條款-第1版,,2019/05/29 11:04,
102825,嬰兒出生數按性別、生母原屬國籍（地區）、年齡及教育程度分(按發生),戶政司,出生及收養,統計年、按照別、區域別、性別、生母五歲年齡組、生母原屬國籍(地區)、生母教育程度,statistic_yyy;according;site_id;birth_sex;mother_nation;mother_age;mother_education;birth_count,每年,政府資料開放授權條款-第1版,,2019/05/29 11:00,
102840,三環三線+三線之各線建設狀態,新北市政府捷運工程局,交通及通訊,本計畫係由臺北都會區捷運路網已通車、興建中及規劃中之捷運路線所構成，建設完成後於本市境內建構而成之捷運路網。,Name;MRT_route;Progress;Status,每年,政府資料開放授權條款-第1版,,2019/05/29 15:38,
102827,107年度國內外與中國大陸經濟情勢發展與我經貿策略規劃－美國近期重大政策觀察與對臺影響研析,經濟部,公共資訊,本研究以美國近期重大政策對臺灣經貿的可能影響進行深入研析。篩選川普在2018 年所提出對臺灣影響較大的對內政策如推動減稅和基礎建設之後續效應；外交與經貿政策如推動「印太戰略」與講求公平貿易的措施等；以及聚焦中美經貿對峙情勢之發展，綜合分析各項政策臺灣的正負面影響，並提出臺灣的因應策略。,檔案名稱;下載網址,不更新,政府資料開放授權條款-第1版,,2019/05/29 00:00,
102833,107年度國內外與中國大陸經濟情勢發展與我經貿策略規劃－中國大陸十九大後內外經濟趨勢動向觀察,經濟部,公共資訊,本研究將以十九大為分水嶺，就中國大陸推動新型全球化、擴大內需政策及臺商布局變化等三個框架進行研究。同時動態觀察中國大陸相關政策如何呼應美中貿易戰的衝擊。最後，將根據研究結果提出中國大陸經濟結構轉型、新全球化與擴大內需等政策趨勢進展\' 臺商布局動向對我國經濟層面的可能影響，並提出政策建議供府相關單位參考。,檔案名稱;下載網址,不更新,政府資料開放授權條款-第1版,,2019/05/29 00:00,
