資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
104226,教育部體育署單位決算,教育部體育署,公共資訊,教育部體育署單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;預算年度;以前年度轉入數_應收數;以前年度轉入數_保留數;本年度減免註銷數_應收數;本年度減免註銷數_保留數;本年度實現數_應收數;本年度實現數_保留數;本年度調整數_應收數;本年度調整數_保留數;本年度未結清數_應收數;本年度未結清數_保留數;以前年度轉入數_應付數;本年度減免註銷數_應付數;本年度實現數_應付數;本年度調整數_應付數;本年度未結清數_應付數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額,每年,政府資料開放授權條款-第1版,https://www.sa.gov.tw/PageContent?n=889;https://www.sa.gov.tw/PageContent?n=889;https://www.sa.gov.tw/PageContent?n=889,2019/06/29 00:00,授權說明網址: http://data.gov.tw/license
104228,教育部運動發展基金附屬單位決算,教育部體育署,公共資訊,教育部體育署運動發展基金附屬單位決算,SEQNO;LEVEL;BOLD;項目;本年度預算數-金額;本年度預算數-百分比;本年度決算數-金額;本年度決算數-百分比;比較增減-金額;比較增減-百分比;上年度決算數-金額;上年度決算數-百分比;預算數;決算數;科目;備註;比較增減;科目名稱;預算數-正式員額薪資;預算數-聘僱人員薪資;預算數-超時工作報酬;預算數-津貼;預算數-獎金;預算數-退休及卹償金;預算數-資遣費;預算數-福利費;預算數-提繳費;預算數-合計;預算數-兼任人員用人費用;預算數-總計;決算數-正式員額薪資;決算數-聘僱人員薪資;決算數-超時工作報酬;決算數-津貼;決算數-獎金;決算數-退休及卹償金;決算數-資遣費;決算數-福利費;決算數-提繳費;決算數-合計;決算數-兼任人員用人費用;決算數-總計;數量單位;預算數-數量;預算數-金額;決算數-數量;決算數-金額;比較增減-數量;比較增減-數量-百分比;比較增減-金額-百分比;可用預算數-金額,每年,政府資料開放授權條款-第1版,https://www.sa.gov.tw/PageContent?n=889&page=6;https://www.sa.gov.tw/PageContent?n=889&page=6,2019/06/29 00:00,
104230,教育部體育署單位預算,教育部體育署,公共資訊,教育部體育署單位預算,,每年,政府資料開放授權條款-第1版,,2019/06/29 00:00,授權說明網址: http://data.gov.tw/license
104233,教育部體育署單位預算案,教育部體育署,公共資訊,教育部體育署單位預算案,,每年,政府資料開放授權條款-第1版,,2019/06/29 00:00,授權說明網址: http://data.gov.tw/license
104192,興櫃股票每股市值、本益比、週轉率之比較_NEW,金融監督管理委員會,投資理財,興櫃股票每股市值、本益比、週轉率之比較,年月;每股市值;每股盈餘;每股淨值;本益比;周轉率;比率,每月,政府資料開放授權條款-第1版,,2019/06/27 00:00,授權說明網址: http://data.gov.tw/license; OAS標準之API說明文件網址https://stat.fsc.gov.tw/FSC_OAS3_RESTORE/swagger/docs/v1
104271,家庭收支每戶平均金額,高雄市政府主計處,生活安全及品質,家庭收支每戶平均金額,年度資料,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/f7,2019/06/18 10:25,
104272,所得收入者平均每人所得分配,高雄市政府主計處,生活安全及品質,所得收入者平均每人所得分配,年度資料,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/f5,2019/06/18 10:18,
104273,家庭住宅及現代化設備概況,高雄市政府主計處,生活安全及品質,家庭住宅及現代化設備概況,年度資料,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/f3,2019/06/18 10:06,
104274,家庭收支總值,高雄市政府主計處,生活安全及品質,家庭收支總值,年度資料,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/f1,2019/06/18 08:46,
104276,弱勢兒童及少年生活扶助辦法補助人數,高雄市政府主計處,公共資訊,弱勢兒童及少年生活扶助辦法補助人數,,每月,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/statisticsaa58,2019/06/14 00:57,
