資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
113327,臺北市使用牌照稅稽徵107年12月,臺北市稅捐稽徵處,公共資訊,臺北市使用牌照稅稽徵107年12月,資料年月;車種別;項目;應稅車輛/總計/件數;應稅車輛/總計/稅額;應稅車輛/一般車輛/件數;應稅車輛/一般車輛/稅額;應稅車輛/臨時牌照車輛/件數;應稅車輛/臨時牌照車輛/稅額;應稅車輛/試車牌照車輛/件數;應稅車輛/試車牌照車輛/稅額;免稅車輛件數,每日,政府資料開放授權條款-第1版,,2019/12/14 20:28,
113295,107年12月臺南市登革熱病媒蚊密度調查,臺南市政府衛生局,生活安全及品質,107年12月臺南市登革熱病媒蚊密度調查,日期;臺南市;區別;里別;調查種類;調查戶數;陽性戶數;調查容器戶內;調查容器戶外;調查容器合計;陽性容器戶內;陽性容器戶外;陽性容器合計;布氏指數;布氏級數;容器指數;容器級數;經度;緯度,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/107-12-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-12-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-12-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-12-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-12-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-12-df-mosquito-density,2019/12/13 08:12,
113296,107年11月臺南市登革熱病媒蚊密度調查,臺南市政府衛生局,生活安全及品質,107年11月臺南市登革熱病媒蚊密度調查,日期;臺南市;區別;里別;調查種類;調查戶數;陽性戶數;調查容器戶內;調查容器戶外;調查容器合計;陽性容器戶內;陽性容器戶外;陽性容器合計;布氏指數;布氏級數;容器指數;容器級數;經度;緯度,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/107-11-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-11-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-11-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-11-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-11-df-mosquito-density,2019/12/13 08:06,
113297,107年10月臺南市登革熱病媒蚊密度調查,臺南市政府衛生局,生活安全及品質,107年10月臺南市登革熱病媒蚊密度調查,日期;臺南市;區別;里別;調查種類;調查戶數;陽性戶數;調查容器戶內;調查容器戶外;調查容器合計;陽性容器戶內;陽性容器戶外;陽性容器合計;布氏指數;布氏級數;容器指數;容器級數;經度;緯度,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/107-10-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-10-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-10-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-10-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-10-df-mosquito-density,2019/12/13 08:01,
113298,107年9月臺南市登革熱病媒蚊密度調查,臺南市政府衛生局,生活安全及品質,107年9月臺南市登革熱病媒蚊密度調查,日期;臺南市;區別;里別;調查種類;調查戶數;陽性戶數;調查容器戶內;調查容器戶外;調查容器合計;陽性容器戶內;陽性容器戶外;陽性容器合計;布氏指數;布氏級數;容器指數;容器級數;經度;緯度,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/107-9-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-9-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-9-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-9-df-mosquito-density,2019/12/13 07:57,
113299,107年8月臺南市登革熱病媒蚊密度調查,臺南市政府衛生局,生活安全及品質,107年8月臺南市登革熱病媒蚊密度調查,日期;臺南市;區別;里別;調查種類;調查戶數;陽性戶數;調查容器戶內;調查容器戶外;調查容器合計;陽性容器戶內;陽性容器戶外;陽性容器合計;布氏指數;布氏級數;容器指數;容器級數;經度;緯度,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/107-8-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-8-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-8-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-8-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-8-df-mosquito-density,2019/12/13 07:53,
113300,107年7月臺南市登革熱病媒蚊密度調查,臺南市政府衛生局,生活安全及品質,107年7月臺南市登革熱病媒蚊密度調查,日期;臺南市;區別;里別;調查種類;調查戶數;陽性戶數;調查容器戶內;調查容器戶外;調查容器合計;陽性容器戶內;陽性容器戶外;陽性容器合計;布氏指數;布氏級數;容器指數;容器級數;經度;緯度,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/107-7-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-7-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-7-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-7-df-mosquito-density,2019/12/13 07:48,
113301,107年6月臺南市登革熱病媒蚊密度調查,臺南市政府衛生局,生活安全及品質,107年6月臺南市登革熱病媒蚊密度調查,日期;臺南市;區別;里別;調查種類;調查戶數;陽性戶數;調查容器戶內;調查容器戶外;調查容器合計;陽性容器戶內;陽性容器戶外;陽性容器合計;布氏指數;布氏級數;容器指數;容器級數;經度;緯度,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/107-6-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-6-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-6-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-6-df-mosquito-density,2019/12/13 07:40,
113302,107年5月臺南市登革熱病媒蚊密度調查,臺南市政府衛生局,生活安全及品質,107年5月臺南市登革熱病媒蚊密度調查,日期;臺南市;區別;里別;調查種類;調查戶數;陽性戶數;調查容器戶內;調查容器戶外;調查容器合計;陽性容器戶內;陽性容器戶外;陽性容器合計;布氏指數;布氏級數;容器指數;容器級數;經度;緯度,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/107-5-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-5-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-5-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-5-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-5-df-mosquito-density,2019/12/13 07:36,
113303,107年4月臺南市登革熱病媒蚊密度調查,臺南市政府衛生局,生活安全及品質,107年4月臺南市登革熱病媒蚊密度調查,日期;臺南市;區別;里別;調查種類;調查戶數;陽性戶數;調查容器戶內;調查容器戶外;調查容器合計;陽性容器戶內;陽性容器戶外;陽性容器合計;布氏指數;布氏級數;容器指數;容器級數;經度;緯度,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/107-4-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-4-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-4-df-mosquito-density;https://data.tainan.gov.tw/dataset/107-4-df-mosquito-density,2019/12/13 07:27,
