資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
102435,本局107年多元繳稅管道件數及手續費支出,嘉義縣財政稅務局,公共資訊,本局107年多元繳稅管道件數及手續費支出,"項目,各項多元繳稅方式,總件數,手續費支出",不更新,政府資料開放授權條款-第1版,,2019/05/22 00:00,
102437,107年多元繳稅管道各月件數-,嘉義縣財政稅務局,公共資訊,107年多元繳稅管道各月件數,"序號,月份,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月",每日,政府資料開放授權條款-第1版,,2019/05/22 00:00,
102442,嘉義縣房屋構造別代號暨折舊率對照表(105年7月1日以後),嘉義縣財政稅務局,公共資訊,嘉義縣房屋構造別代號暨折舊率對照表(105年7月1日以後),"構造別,代號,折舊率,耐用年數,殘值率",每日,政府資料開放授權條款-第1版,,2019/05/22 00:00,
102443,嘉義縣房屋構造別代號暨折舊率對照表(105年6月30日前),嘉義縣財政稅務局,公共資訊,嘉義縣房屋構造別代號暨折舊率對照表(105年6月30日前),"構造別,代號,折舊率,耐用年數,殘值率",每日,政府資料開放授權條款-第1版,,2019/05/22 00:00,
102444,嘉義縣房屋標準單價表(適用105年7月1日以後),嘉義縣財政稅務局,公共資訊,嘉義縣房屋標準單價表(適用105年7月1日以後),"構造,構造,總層數,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1",每日,政府資料開放授權條款-第1版,,2019/05/22 00:00,
102428,102年度新北市總預算歲出機關別預算比較總表,新北市政府主計處,公共資訊,1.102年度新北市總預算歲出機關別預算比較總表 2.單位：新臺幣千元 3.完整資料詳參新北市政府主計處網頁->總預算->108年度預算案(https://www.bas.ntpc.gov.tw/home.jsp?id=ae62173b3896f185&act=be4f48068b2b0031&dataserno=d7bc58f03a37bfb704b84f8309c90832)或電洽主計處查詢。,field1;field2;field3;field4;field5,每年,政府資料開放授權條款-第1版,,2019/05/22 09:22,
102429,102年度新北市總預算歲出機關別預算總表,新北市政府主計處,公共資訊,1.102年度新北市總預算歲出機關別預算總表 2.單位：新臺幣千元 3.完整資料詳參新北市政府主計處網頁->總預算->108年度預算案(https://www.bas.ntpc.gov.tw/home.jsp?id=ae62173b3896f185&act=be4f48068b2b0031&dataserno=d7bc58f03a37bfb704b84f8309c90832)或電洽主計處查詢。,field1;field2;field3;field4,每小時,政府資料開放授權條款-第1版,,2019/05/22 09:42,
102430,102年度新北市總預算歲出機關別預算總表,新北市政府主計處,公共資訊,1.102年度新北市總預算歲出機關別預算總表 2.單位：新臺幣千元 3.完整資料詳參新北市政府主計處網頁->總預算->108年度預算案(https://www.bas.ntpc.gov.tw/home.jsp?id=ae62173b3896f185&act=be4f48068b2b0031&dataserno=d7bc58f03a37bfb704b84f8309c90832)或電洽主計處查詢。,field1;field2;field3;field4,每年,政府資料開放授權條款-第1版,,2019/05/22 09:42,
102431,不動產實價登錄資訊-預售屋案件-淡水區,新北市政府地政局,購屋及遷徙,1. 不動產預售案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-淡水區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27,每月,政府資料開放授權條款-第1版,,2016/11/03 14:50,依品質檢測結果更新主要欄位說明
102433,不動產實價登錄資訊-租賃案件-三芝區,新北市政府地政局,購屋及遷徙,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-三芝區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,每月,政府資料開放授權條款-第1版,,2017/04/15 16:49,依品質檢測結果更新主要欄位說明
102450,107年上半年臺北市違章漏稅案件處理情形,臺北市稅捐稽徵處,公共資訊,107年上半年臺北市違章漏稅案件處理情形,稅目別;受理情形;本期審理情形;本期繳納及移送情形;更正註銷案件;本期執行情形;截至本期移送執行未結案件,每半年,政府資料開放授權條款-第1版,資料授權公開 授權,2019/05/22 20:21,
102114,新北市、基隆市、屏東縣的集結點,行政院原子能委員會,公共資訊,提供新北市、基隆市、屏東縣的核子事故集結點相關資訊,"名稱(集結點);場所位址(經緯度座標N,E);座落區別;座落里別;災害類別",每年,政府資料開放授權條款-第1版,,2019/05/22 00:00,
