資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
107138,福建高等法院金門分院109年度預算案,福建高等法院金門分院,公共資訊,福建高等法院金門分院109年度預算案,,每年,政府資料開放授權條款-第1版,,2019/08/23 00:00,
107135,臺灣南投地方法院109年度單位預算案(XML檔),臺灣南投地方法院,公共資訊,臺灣南投地方法院109年度單位預算案(XML檔),mh_itemserialno1;mh_itemserialno2;mh_itemserialno3;mh_itemserialno4;budgetno;mh_budgetname;budgetno_conver;tyear_amt;lyear_amt;byear_amt;b_amt;bc_content;blevel;ordinaryid;agenno;agentype;displayname;memo;ba_fiscalyear;ba_fundkind;ba_budgetkind;ba_specialbudgetno;ba_agenno;ba_agentype;ba_budgetstate;ba_versiondate;ba_budgetyear;ba_budgetno;ba_subprojectno;mj_subprojectname;ba_departno;ba_objectno;ba_budgettype;ba_budgetsource;ba_mergetype;ba_budgetamt;ba_flowflag;ba_signflag;ba_signno;ba_key;bc_fiscalyear;bc_fundkind;bc_budgetkind;bc_specialbudgetno;bc_agenno;bc_agentype;bc_budgetstate;bc_reportno;bc_key;bc_versiondate;objectNo;budget;total;款;項;目;節;科目名稱;預算科目編號;人事費;業務費_經;奬補助費_經;債務費;預備金_經;經常支出小計;業務費_資;設備及投資;奬補助費_資;預備金_資;資本支出小計;合計;budgetname;damt1;damt2;damt3;damt4;damt5;damt6;damt7;damt8;damt9;damt10;damt11;no1;no2;no3;no4;b_level;level;mi_objectname;objectnoname;budgetamt_sum;displaymemo;btn_memo;bn_fiscalyear;bn_fundkind;bn_budgetkind;bn_specialbudgetno;bn_agenno;bn_agentype;bn_budgetstate;bn_budgetsource;bn_man1;bn_man1_l;bn_man2;bn_man2_l;bn_man3;bn_man3_l;bn_man4;bn_man4_l;bn_man5;bn_man5_l;bn_man6;bn_man6_l;bn_man7;bn_man7_l;bn_man8;bn_man8_l;bn_man9;bn_man9_l;bn_man10;bn_man10_l;bn_man11;bn_man11_l;bn_amt_man;bn_amt_mngbsn;bn_text;display_name;bq_fiscalyear;bq_fundkind;bq_budgetkind;bq_specialbudgetno;bq_agenno;bq_agentype;bq_budgetstate;bq_budgetno;bq_objectno;bq_carid;bq_persons;bq_buydate;bq_ventsize;bq_oilamt;bq_oilprice;bq_amt_maintain;bq_amt5;bq_carnum;bq_remark;bq_lpgamt;bq_lpgprice;bq_versiondate;m33_fiscalyear;m33_reportno;m33_level1;m33_level2;m33_level3;m33_level4;m33_objectname;m33_objectno;m33_detailid;br_fiscalyear;br_fundkind;br_budgetkind;br_specialbudgetno;br_agenno;br_agentype;br_budgetstate;br_objectno;br_holds1;br_area1;br_bookvalue1;br_amtyear1;br_holds2;br_area2;br_amtyear2;br_holds3;br_area3;br_deposit;br_rental;br_amtyear3;br_area4;br_deposit4;br_rental4;br_amtyear4;br_versiondate;br_text;bh_fiscalyear;bh_fundkind;bh_budgetkind;bh_specialbudgetno;bh_agenno;bh_agentype;bh_budgetstate;bh_versiondate;bh_objectno;bh_endowplanno;bh_endowplanname;bh_donname;bh_endowsts;bh_budgetno;bh_subprojectno;bh_budgetsource;bh_applyid;bh_startyear;bh_endyear;bh_donrem;bh_bgtyear;bh_amt_man;bh_amt_business;bh_amt_other;bh_amt_land;bh_amt_house;bh_amt6;bh_amt7;bh_flowflag;bh_signflag;bh_signno;mj_subprojectno_na;職能別分類經濟性分類;受僱人員報酬;商品及勞務購買支出;債務利息;土地租金支出;對企業_經;對家庭及民間非營利機構_經;對政府_經;對國外_經;小計_經;對營業基金;對非營業特種基金;對民間企業;對企業_資;對家庭及民間非營利機構_資;對政府_資;對國外_資;土地購入;無形資產購入;住宅;非住宅房屋;營建工程;運輸工具;資訊軟體;機器及其他設備;土地改良;小計_資;總計;url_link,每年,政府資料開放授權條款-第1版,,2019/08/23 00:00,
107129,109年度臺灣嘉義地方法院預算案,臺灣嘉義地方法院,公共資訊,109年度臺灣嘉義地方法院預算案,mh_itemserialno1;mh_itemserialno2;mh_itemserialno3;mh_itemserialno4;budgetno;mh_budgetname;budgetno_conver;tyear_amt;lyear_amt;byear_amt;b_amt;bc_content;blevel;ordinaryid;agenno;agentype;displayname;memo;ba_fiscalyear;ba_fundkind;ba_budgetkind;ba_specialbudgetno;ba_agenno;ba_agentype;ba_budgetstate;ba_versiondate;ba_budgetyear;ba_budgetno;ba_subprojectno;mj_subprojectname;ba_departno;ba_objectno;ba_budgettype;ba_budgetsource;ba_mergetype;ba_budgetamt;ba_flowflag;ba_signflag;ba_signno;ba_key;bc_fiscalyear;bc_fundkind;bc_budgetkind;bc_specialbudgetno;bc_agenno;bc_agentype;bc_budgetstate;bc_reportno;bc_key;bc_versiondate;objectNo;budget;total;款;項;目;節;科目名稱;預算科目編號;人事費;業務費_經;奬補助費_經;債務費;預備金_經;經常支出小計;業務費_資;設備及投資;奬補助費_資;預備金_資;資本支出小計;合計;budgetname;damt1;damt2;damt3;damt4;damt5;damt6;damt7;damt8;damt9;damt10;damt11;no1;no2;no3;no4;b_level;level;mi_objectname;objectnoname;budgetamt_sum;displaymemo;btn_memo;bn_fiscalyear;bn_fundkind;bn_budgetkind;bn_specialbudgetno;bn_agenno;bn_agentype;bn_budgetstate;bn_budgetsource;bn_man1;bn_man1_l;bn_man2;bn_man2_l;bn_man3;bn_man3_l;bn_man4;bn_man4_l;bn_man5;bn_man5_l;bn_man6;bn_man6_l;bn_man7;bn_man7_l;bn_man8;bn_man8_l;bn_man9;bn_man9_l;bn_man10;bn_man10_l;bn_man11;bn_man11_l;bn_amt_man;bn_amt_mngbsn;bn_text;display_name;bq_fiscalyear;bq_fundkind;bq_budgetkind;bq_specialbudgetno;bq_agenno;bq_agentype;bq_budgetstate;bq_budgetno;bq_objectno;bq_carid;bq_persons;bq_buydate;bq_ventsize;bq_oilamt;bq_oilprice;bq_amt_maintain;bq_amt5;bq_carnum;bq_remark;bq_lpgamt;bq_lpgprice;bq_versiondate;m33_fiscalyear;m33_reportno;m33_level1;m33_level2;m33_level3;m33_level4;m33_objectname;m33_objectno;m33_detailid;br_fiscalyear;br_fundkind;br_budgetkind;br_specialbudgetno;br_agenno;br_agentype;br_budgetstate;br_objectno;br_holds1;br_area1;br_bookvalue1;br_amtyear1;br_holds2;br_area2;br_amtyear2;br_holds3;br_area3;br_deposit;br_rental;br_amtyear3;br_area4;br_deposit4;br_rental4;br_amtyear4;br_versiondate;br_text;bh_fiscalyear;bh_fundkind;bh_budgetkind;bh_specialbudgetno;bh_agenno;bh_agentype;bh_budgetstate;bh_versiondate;bh_objectno;bh_endowplanno;bh_endowplanname;bh_donname;bh_endowsts;bh_budgetno;bh_subprojectno;bh_budgetsource;bh_applyid;bh_startyear;bh_endyear;bh_donrem;bh_bgtyear;bh_amt_man;bh_amt_business;bh_amt_other;bh_amt_land;bh_amt_house;bh_amt6;bh_amt7;bh_flowflag;bh_signflag;bh_signno;mj_subprojectno_na;職能別分類經濟性分類;受僱人員報酬;商品及勞務購買支出;債務利息;土地租金支出;對企業_經;對家庭及民間非營利機構_經;對政府_經;對國外_經;小計_經;對營業基金;對非營業特種基金;對民間企業;對企業_資;對家庭及民間非營利機構_資;對政府_資;對國外_資;土地購入;無形資產購入;住宅;非住宅房屋;營建工程;運輸工具;資訊軟體;機器及其他設備;土地改良;小計_資;總計;url_link,每日,政府資料開放授權條款-第1版,,2019/08/23 00:00,
107134,臺灣臺中地方法院109年度單位預算案,臺灣臺中地方法院,公共資訊,臺灣臺中地方法院109年度單位預算案,mh_itemserialno1;mh_itemserialno2;mh_itemserialno3;mh_itemserialno4;budgetno;mh_budgetname;budgetno_conver;tyear_amt;lyear_amt;byear_amt;b_amt;bc_content;blevel;ordinaryid;agenno;agentype;displayname;memo;ba_fiscalyear;ba_fundkind;ba_budgetkind;ba_specialbudgetno;ba_agenno;ba_agentype;ba_budgetstate;ba_versiondate;ba_budgetyear;ba_budgetno;ba_subprojectno;mj_subprojectname;ba_departno;ba_objectno;ba_budgettype;ba_budgetsource;ba_mergetype;ba_budgetamt;ba_flowflag;ba_signflag;ba_signno;ba_key;bc_fiscalyear;bc_fundkind;bc_budgetkind;bc_specialbudgetno;bc_agenno;bc_agentype;bc_budgetstate;bc_reportno;bc_key;bc_versiondate;objectNo;budget;total;款;項;目;節;科目名稱;預算科目編號;人事費;業務費_經;奬補助費_經;債務費;預備金_經;經常支出小計;業務費_資;設備及投資;奬補助費_資;預備金_資;資本支出小計;合計;budgetname;damt1;damt2;damt3;damt4;damt5;damt6;damt7;damt8;damt9;damt10;damt11;no1;no2;no3;no4;b_level;level;mi_objectname;objectnoname;budgetamt_sum;displaymemo;btn_memo;bn_fiscalyear;bn_fundkind;bn_budgetkind;bn_specialbudgetno;bn_agenno;bn_agentype;bn_budgetstate;bn_budgetsource;bn_man1;bn_man1_l;bn_man2;bn_man2_l;bn_man3;bn_man3_l;bn_man4;bn_man4_l;bn_man5;bn_man5_l;bn_man6;bn_man6_l;bn_man7;bn_man7_l;bn_man8;bn_man8_l;bn_man9;bn_man9_l;bn_man10;bn_man10_l;bn_man11;bn_man11_l;bn_amt_man;bn_amt_mngbsn;bn_text;display_name;bq_fiscalyear;bq_fundkind;bq_budgetkind;bq_specialbudgetno;bq_agenno;bq_agentype;bq_budgetstate;bq_budgetno;bq_objectno;bq_carid;bq_persons;bq_buydate;bq_ventsize;bq_oilamt;bq_oilprice;bq_amt_maintain;bq_amt5;bq_carnum;bq_remark;bq_lpgamt;bq_lpgprice;bq_versiondate;m33_fiscalyear;m33_reportno;m33_level1;m33_level2;m33_level3;m33_level4;m33_objectname;m33_objectno;m33_detailid;br_fiscalyear;br_fundkind;br_budgetkind;br_specialbudgetno;br_agenno;br_agentype;br_budgetstate;br_objectno;br_holds1;br_area1;br_bookvalue1;br_amtyear1;br_holds2;br_area2;br_amtyear2;br_holds3;br_area3;br_deposit;br_rental;br_amtyear3;br_area4;br_deposit4;br_rental4;br_amtyear4;br_versiondate;br_text;bh_fiscalyear;bh_fundkind;bh_budgetkind;bh_specialbudgetno;bh_agenno;bh_agentype;bh_budgetstate;bh_versiondate;bh_objectno;bh_endowplanno;bh_endowplanname;bh_donname;bh_endowsts;bh_budgetno;bh_subprojectno;bh_budgetsource;bh_applyid;bh_startyear;bh_endyear;bh_donrem;bh_bgtyear;bh_amt_man;bh_amt_business;bh_amt_other;bh_amt_land;bh_amt_house;bh_amt6;bh_amt7;bh_flowflag;bh_signflag;bh_signno;mj_subprojectno_na;職能別分類經濟性分類;受僱人員報酬;商品及勞務購買支出;債務利息;土地租金支出;對企業_經;對家庭及民間非營利機構_經;對政府_經;對國外_經;小計_經;對營業基金;對非營業特種基金;對民間企業;對企業_資;對家庭及民間非營利機構_資;對政府_資;對國外_資;土地購入;無形資產購入;住宅;非住宅房屋;營建工程;運輸工具;資訊軟體;機器及其他設備;土地改良;小計_資;總計;url_link,不更新,政府資料開放授權條款-第1版,,2019/08/23 00:00,
107142,臺灣雲林地方法院109年度單位預算案,臺灣雲林地方法院,公共資訊,臺灣雲林地方法院108年度單位預算案,,不更新,政府資料開放授權條款-第1版,,2019/08/23 00:00,
107112,v2_test_put,行政院環境保護署,公共資訊,v2測試put,name;population;number;quantity,每日,政府資料開放授權條款-第1版,https://example1.gov.tw;https://example1.gov.tw,2015/02/01 00:00,集中於政府資料開放平臺資料集之詮釋資料
107113,高雄市108年表揚孝行獎名單,高雄市政府民政局,公共資訊,年度、縣市、類別、姓名、備註,年度;縣市;類別;姓名;備註,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/108-kcg-pietyawards,2019/08/22 08:04,
107114,高雄市107年表揚孝行獎名單,高雄市政府民政局,公共資訊,年度、縣市、類別、姓名、備註,年度;縣市;類別;姓名;備註,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/107-kcg-pietyawards,2019/08/22 08:03,
107115,高雄市106年表揚孝行獎名單,高雄市政府民政局,公共資訊,年度、縣市、類別、姓名、備註,年度;縣市;類別;姓名;備註,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/106-kcg-pietyawards,2019/08/22 08:02,
107116,高雄市105年表揚孝行獎名單,高雄市政府民政局,公共資訊,年度、縣市、類別、姓名、備註,年度;縣市;類別;姓名;備註,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/105-kcg-pietyawards,2019/08/22 08:01,
