資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
107750,109年度教育部單位預算案,教育部會計處,公共資訊,歲入來源別預算表、歲出機關別預算表、歲入項目說明提要表、歲出計畫提要及分支計畫概況表、各項費用彙計表、歲出一級用途別科目分析表、資本支出分析表、人事費彙計表、預算員額明細表、公務車輛明細表、現有辦公房舍明細表、補助經費分析表、捐助經費分析表、派員出國計畫預算總表、派員出國計畫預算類別表－考察、視察、訪問、派員出國計畫預算類別表－開會、談判、派員赴大陸計畫預算類別表、歲出按職能及經濟性綜合分類表、跨年期計畫概況表、委辦經費分析表、立法院審議中央政府總預算案所提決議、附帶決議及注意辦理事項辦理情形報告表、立法院審議中央政府總預算案附屬單位預算所提決議及附帶決議辦理情形報告表、附錄-國立臺灣藝術教育館,,每年,政府資料開放授權條款-第1版,https://depart.moe.edu.tw/ED4400/News.aspx?n=BA8EA90017FBA5A6&sms=653ADCEA30F55369,2019/09/09 00:00,
107769,105年新竹縣政府公務人員參訓人數,新竹縣政府,公共資訊,105年新竹縣政府公務人員參訓人數,序號;日期;時間;課程名稱;參加人數,每年,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=F85A7451-3077-4502-B6DB-2AB39F240D75;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=F85A7451-3077-4502-B6DB-2AB39F240D75,2019/09/09 14:13,
107770,106年新竹縣政府公務人員參訓人數,新竹縣政府,公共資訊,106年新竹縣政府公務人員參訓人數,序號;日期;時間;課程名稱;參加人數,每年,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=1351A7C0-0691-405E-810D-DE621B83781A;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=1351A7C0-0691-405E-810D-DE621B83781A,2019/09/09 14:46,
107771,107年新竹縣政府公務人員參訓人數,新竹縣政府,公共資訊,107年新竹縣政府公務人員參訓人數,序號;日期;時間;課程名稱;參加人數,每年,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=89753064-E2A5-4638-9B28-7B43C05DC895;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=89753064-E2A5-4638-9B28-7B43C05DC895,2019/09/09 14:49,
107772,105年新竹縣政府公務人員考試新進人員人數,新竹縣政府,公共資訊,105年新竹縣政府公務人員考試新進人員人數,考試種類及等別;105年新竹縣政府公務人員考試新進人員人數,每年,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=256602C3-F610-4ABF-B535-80507EE56FFE;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=256602C3-F610-4ABF-B535-80507EE56FFE,2019/09/09 18:01,
107773,106年新竹縣政府公務人員考試新進人員人數,新竹縣政府,公共資訊,106年新竹縣政府公務人員考試新進人員人數,考試種類及等別;106年新竹縣政府公務人員考試新進人員人數,每年,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=A66730A8-8C10-4F9D-A2DB-192D4E2FC8D6;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=A66730A8-8C10-4F9D-A2DB-192D4E2FC8D6,2019/09/09 18:04,
107774,107年新竹縣政府公務人員考試新進人員人數,新竹縣政府,公共資訊,107年新竹縣政府公務人員考試新進人員人數,考試種類及等別;107年新竹縣政府公務人員考試新進人員人數,每年,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=D9A54C09-1A3D-49CC-92AD-1E74CFA9702D;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=D9A54C09-1A3D-49CC-92AD-1E74CFA9702D,2019/09/09 18:06,
107757,臺中市自行車竊盜資訊107年,臺中市政府資訊中心,交通及通訊,107自行車竊盜，介接JSON資料,ROOT_RECORD_編號;ROOT_RECORD_案類;ROOT_RECORD_發生時間;ROOT_RECORD_發生地點,每年,政府資料開放授權條款-第1版,,2019/09/09 16:02,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
107758,臺灣高雄地方法院108年度8月份會計月報,臺灣高雄地方法院,公共資訊,臺灣高雄地方法院108年度8月份會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,,2019/09/09 00:00,
107585,財政部國庫署109年度單位預算案,財政部國庫署,公共資訊,提供財政部國庫署109年度單位預算案,,不更新,政府資料開放授權條款-第1版,,2019/09/06 00:00,
