資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
103593,觀光遊樂業優質化教育訓練案,交通部觀光局,休閒旅遊,提升觀光遊樂業從業人員競爭力訓練,計畫緣起與目的;課程年度別;訓練對象;訓練人數;男性人數;女性人數;訓練場地;訓練時間;課程主題一;課程主題二;課程主題三;課程主題四;課程主題五;課程主題六,每日,政府資料開放授權條款-第1版,,2019/06/17 00:00,
103592,基隆市公私協力及私立托嬰中心,基隆市政府社會處,生育保健,生育保健: 係指各種包含生育相關資料集,性質;主管機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核定收托人數;相關網站;X坐標;Y坐標;備註;最後更新時間,每日,政府資料開放授權條款-第1版,,2017/10/31 12:08,授權說明網址: https://data.gov.tw/license
103556,屏東縣印花稅徵收季報表,屏東縣政府財稅局,投資理財,凡轄區內代售機構出售印花稅票、彙總及開立繳款書繳納徵起之印花稅額,來源別 本季合計數金額 本季合計數百分比,每日,政府資料開放授權條款-第1版,,2019/06/13 00:00,
103557,屏東縣106年印花稅徵收報表,屏東縣政府財稅局,投資理財,凡轄區內代售機構出售印花稅票、彙總及開立繳款書繳納徵起之印花稅額,來源別 本年合計數金額 本年合計數百分比,每日,政府資料開放授權條款-第1版,,2019/06/13 00:00,
103558,屏東縣107年印花稅徵收報表,屏東縣政府財稅局,投資理財,凡轄區內代售機構出售印花稅票、彙總及開立繳款書繳納徵起之印花稅額,來源別 本年合計數金額 本年合計數百分比,每日,政府資料開放授權條款-第1版,,2019/06/13 00:00,
103559,屏東縣105年印花稅徵收報表,屏東縣政府財稅局,投資理財,凡轄區內代售機構出售印花稅票、彙總及開立繳款書繳納徵起之印花稅額,來源別 本年合計數金額 本年合計數百分比,每日,政府資料開放授權條款-第1版,,2019/06/13 00:00,
103560,屏東縣104年印花稅徵收報表,屏東縣政府財稅局,投資理財,凡轄區內代售機構出售印花稅票、彙總及開立繳款書繳納徵起之印花稅額,來源別 本年合計數金額 本年合計數百分比,每日,政府資料開放授權條款-第1版,,2019/06/13 00:00,
103561,屏東縣103年印花稅徵收報表,屏東縣政府財稅局,投資理財,凡轄區內代售機構出售印花稅票、彙總及開立繳款書繳納徵起之印花稅額,來源別 本年合計數金額 本年合計數百分比,每日,政府資料開放授權條款-第1版,,2019/06/13 00:00,
103562,屏東縣103年土石採取景觀維護特別稅,屏東縣政府財稅局,公共資訊,轄區內徵起之土石採取景觀維護特別稅,來源別 本年件數 本年金額,每日,政府資料開放授權條款-第1版,,2019/06/13 00:00,
103563,屏東縣104年土石採取景觀維護特別稅,屏東縣政府財稅局,公共資訊,轄區內徵起之土石採取景觀維護特別稅,來源別 本年件數 本年金額,每日,政府資料開放授權條款-第1版,,2019/06/13 00:00,
103564,屏東縣105年土石採取景觀維護特別稅,屏東縣政府財稅局,公共資訊,轄區內徵起之土石採取景觀維護特別稅,來源別 本年件數 本年金額,每日,政府資料開放授權條款-第1版,,2019/06/13 00:00,
103565,屏東縣106年土石採取景觀維護特別稅,屏東縣政府財稅局,公共資訊,轄區內徵起之土石採取景觀維護特別稅,來源別 本年件數 本年金額,每日,政府資料開放授權條款-第1版,,2019/06/13 00:00,
