資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
113916,高速鐵路沿線毗鄰地區限建範圍圖,交通部鐵道局,公共資訊,高速鐵路沿線毗鄰地區限建範圍圖,資料集名稱;連結網址,每日,政府資料開放授權條款-第1版,,2019/12/28 00:00,
113909,南投縣政府109年舉辦大型活動調查表,南投縣政府,公共資訊,南投縣政府109年舉辦大型活動調查表，活動日期時間如有異動，以主辦單位規劃為主,"月份,活動名稱,內容摘要,活動時間,活動地點,主辦單位,創新內容,備註",每日,政府資料開放授權條款-第1版,,2019/12/30 00:00,
113897,不動產實價登錄資訊-買賣案件-石門區,新北市政府地政局,購屋及遷徙,1. 不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-石門區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27,每月,政府資料開放授權條款-第1版,,2016/11/03 16:18,依品質檢測結果更新主要欄位說明
113899,不動產實價登錄資訊-買賣案件-平溪區,新北市政府地政局,購屋及遷徙,1. 不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-平溪區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27,每月,政府資料開放授權條款-第1版,,2016/11/03 16:18,依品質檢測結果更新主要欄位說明
113900,不動產實價登錄資訊-租賃案件-瑞芳區,新北市政府地政局,購屋及遷徙,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-瑞芳區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,每月,政府資料開放授權條款-第1版,,2017/05/14 07:35,依品質檢測結果更新主要欄位說明
113910,107年度新竹市稅務局全功能服務櫃臺本轄代發他機關作業統計表,新竹市政府,公共資訊,提供107年度新竹市稅務局全功能服務櫃臺本轄代發他機關作業統計表,單位;全局;合計,每日,政府資料開放授權條款-第1版,,2019/12/30 00:00,提供107年度新竹市稅務局全功能服務櫃臺本轄代發他機關作業統計表
113911,107年度新竹市稅務局全功能服務櫃臺他轄代發本機關作業統計表,新竹市政府,公共資訊,提供107年度新竹市稅務局全功能服務櫃臺他轄代發本機關作業統計表,服務項目;跨機關;合計,每日,政府資料開放授權條款-第1版,,2019/12/30 00:00,提供107年度新竹市稅務局全功能服務櫃臺他轄代發本機關作業統計表
113912,新竹市各類房屋折舊標準表(適用於105年6月30日以前新、增、改建完成之房屋),新竹市政府,公共資訊,新竹市各類房屋折舊標準查詢(適用於105年6月30日以前新、增、改建完成之房屋),構造別;代號;折舊率;耐用年數;殘值率,每日,政府資料開放授權條款-第1版,,2019/12/30 00:00,新竹市各類房屋折舊標準查詢(適用於105年6月30日以前新、增、改建完成之房屋)
113913,新竹市房屋標準單價表(適用105年7月1日起之新、增、改建房屋),新竹市政府,公共資訊,新竹市房屋標準單價資料查詢(適用105年7月1日起之新、增、改建房屋),構造別;總層數;第一類;第二類;第三類;第四類,每日,政府資料開放授權條款-第1版,,2019/12/30 00:00,新竹市房屋標準單價資料查詢(適用105年7月1日起之新、增、改建房屋)
113930,新竹市各類房屋暨附屬設備評價標準表(適用105年7月1日起之新、增、改建房屋),新竹市政府,公共資訊,新竹市各類房屋暨附屬設備評價標準表查詢(適用105年7月1日起之新、增、改建房屋),各類房屋暨附屬設備 評價方式,每日,政府資料開放授權條款-第1版,,2019/12/31 00:00,新竹市各類房屋暨附屬設備評價標準表查詢(適用105年7月1日起之新、增、改建房屋)
