資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
126835,重大職業災害公開網,勞動部職業安全衛生署,公共資訊,重大職業災害公開網資料,項次;事業單位;行業別;災害類型;罹災人數;業主;工程名稱;場所-肇災處;地址;勞動檢查機構;發生日期,每年,政府資料開放授權條款-第1版,,2020/06/08 00:00,相關資料庫說明及免責聲明請連結資料來源(網址https://pacs.osha.gov.tw/17238)，如有資料落差以該網址內容為主。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/。
126866,109年度南投縣各醫療院所卡介苗接種日程表,南投縣政府,就醫,109年度南投縣各醫療院所卡介苗接種日程表,單位/月/日期;1月;2月;3月;4月;5月; 6月;7月;8月;9月;10月;11月;12月;服務時間,每日,政府資料開放授權條款-第1版,,2020/06/08 00:00,
126852,109年度新北市附屬單位預算營業基金損益綜計表(依收支科目分列),新北市政府主計處,公共資訊,單位：新臺幣千元 各項欄位說明詳參新北市政府主計處網頁->附屬單位預算及綜計表->109年度附屬單位預算案( http://www.bas.ntpc.gov.tw/home.jsp?id=ce44096e0f12fec9)或電洽主計處查詢。,field1;field2;field3;field4;field5;field6;field7,每月,政府資料開放授權條款-第1版,,2019/11/06 00:00,
126853,103年度新北市附屬單位預算資本計畫基金來源、用途及餘絀綜計表(法定),新北市政府主計處,公共資訊,1.103年度新北市附屬單位預算資本計畫基金來源、用途及餘絀綜計表(法定) 2.單位：新臺幣千元 3.各項欄位說明詳參新北市政府主計處網頁->附屬單位預算及綜計表->103年度附屬單位預算(http://www.bas.ntpc.gov.tw/download/?type_id=10612)或電洽主計處查詢。,field1;field2;field3;field4;field5;field6;field7;field8;field9;field10;field11;field12;field13,每月,政府資料開放授權條款-第1版,,2018/05/04 00:00,
126865,107年度新北市總決算歲入歲出性質及餘絀簡明分析表,新北市政府主計處,公共資訊,1.107年度新北市總決算歲入歲出性質及餘絀簡明分析表 2.單位：新臺幣元 3.各項欄位說明詳參新北市政府主計處網頁->總決算->107年度新北市總決算(https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。,field1;field2;field3;field4,每月,政府資料開放授權條款-第1版,,2020/06/04 00:00,
126839,新北市有機農場-石碇區,新北市政府農業局,休閒旅遊,"新北市有機農場資料,含地址、電話及經營者名稱等資料-石碇區",no;Operators;Counties;Town;Address;Phone;Produce;Farm;Date;Test,每月,政府資料開放授權條款-第1版,,2020/02/27 00:00,
126847,礦務局_現存礦業權清冊,經濟部礦務局,公共資訊,礦務局_現存礦業權清冊,編號;礦區字號;執照字號;礦業權人;礦場名稱;礦區所在地;礦種;礦區面積(公頃);礦業用地面積(公頃);曾通過環評;有效起始日(西元);有效截止日(西元);製表日期,每年,政府資料開放授權條款-第1版,,2020/06/08 00:00,
126860,109年臺北市所轄公立高中職以下有游泳池學校一覽表,臺北市政府教育局,休閒旅遊,109年臺北市所轄公立高中職以下有游泳池學校一覽表，有學校配置救生員員額，泳池面積,109年臺北市所轄公立高中職以下有游泳池學校一覽表，有學校配置救生員員額，泳池面積,每日,政府資料開放授權條款-第1版,,2016/12/29 00:00,
126864,108年臺北市旅遊服務中心服務人次統計表,臺北市政府觀光傳播局,休閒旅遊,108年臺北市旅遊服務中心服務人次統計表,"月份,服務人次總計",每年,政府資料開放授權條款-第1版,,2020/06/08 21:21,
126838,臺南市政府自辦工業區廠商名單,臺南市政府經濟發展局,公共資訊,臺南市政府自辦工業區廠商名單,廠商名稱;地址,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/manufacturers_list;https://data.tainan.gov.tw/dataset/manufacturers_list;https://data.tainan.gov.tw/dataset/manufacturers_list;https://data.tainan.gov.tw/dataset/manufacturers_list,2020/06/08 02:23,
126842,109年5月臺灣臺南地方法院會計報告,臺灣臺南地方法院,公共資訊,109年5月臺灣臺南地方法院會計報告,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;業務計畫或工作計畫;經資門;執行數;會計分類;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;基金別;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;金額_本月數;金額_累計數;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;預算項目;預算執行數;會計收支;會計科目,不更新,政府資料開放授權條款-第1版,,2020/06/08 00:00,
126843,臺灣高雄少年及家事法院109年5月份會計月報,臺灣高雄少年及家事法院,公共資訊,臺灣高雄少年及家事法院109年5月會計月報,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;業務計畫或工作計畫;經資門;執行數;會計分類;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;基金別;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;金額_本月數;金額_累計數;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;預算項目;預算執行數;會計收支;會計科目,每月,政府資料開放授權條款-第1版,,2020/06/08 00:00,
