資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
128925,土地徵收面積(102年以後),宜蘭縣政府,生活安全及品質,土地徵收面積(102年以後),總計;國防事業;交通事業;公用事業;水利事業;公共衛生及環境保護;政府機關及公共建築;教育學術及文化事業;國營事業;其他;補償費用合計;地價補償;改良物補償含遷移費;其他補償,每日,政府資料開放授權條款-第1版,,2020/08/04 10:10,無
128926,滿15歲以上現住人口之教育程度－依鄉鎮市(88-101年)-年 依 期間，鄉鎮市，,宜蘭縣政府,求學及進修,滿15歲以上現住人口之教育程度－依鄉鎮市(88-101年)-年 依 期間，鄉鎮市，,總計;識字者合計;研究所畢業;研究所肄業;大學;畢業;肄業;二;三年制專科畢業;三年制專科肄業;五年制專科後二年畢業;五年制專科後二年肄業;五年制專科前三年肄業;高中畢業;高中肄業;高職畢業;高職肄業;國;中畢業;中肄業;初職畢業;初職肄業;國小畢業;國小肄業;自修;不識字者,每日,政府資料開放授權條款-第1版,,2020/08/04 12:02,無
128927,現住人口之年齡分配－依老幼-年 依 期間，鄉鎮市 與 項目,宜蘭縣政府,出生及收養,現住人口之年齡分配－依老幼-年 依 期間，鄉鎮市 與 項目,0～14歲;15～64歲;65歲以上;扶老比;扶幼比;扶養比,每日,政府資料開放授權條款-第1版,,2020/08/04 11:22,無
128928,宜蘭縣公園清冊,宜蘭縣政府,休閒旅遊,宜蘭縣內公園資料統計,編號 公園名稱 里別 面積 類別 位置 使用分區 管理單位 所在鄉鎮 X座標 Y座標,每日,政府資料開放授權條款-第1版,,2020/08/06 13:50,無
128934,臺中市109年2月份十大易肇事路段(口),臺中市政府警察局,交通及通訊,臺中市109年2月份十大高肇事路口交通事故資料,編號;轄區分局;路口名稱;A1;A2件數;A2受傷;A3;總件數;發生時間;主要肇因,每月,政府資料開放授權條款-第1版,,2020/04/22 12:00,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387130000C ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
128941,臺北捷運列車到站站名,臺北大眾捷運股份有限公司,交通及通訊,提供臺北捷運文湖線、淡水信義線、松山新店線、中和新蘆線以及板南線之列車進入月台之車站站名、行駛方向等資料。,Station;Destination;UpdateTime,每月,政府資料開放授權條款-第1版,無,2015/06/30 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
128940,智慧型站牌所屬路線,臺北市公共運輸處,公共資訊,文件請參閱以下連結。https://www-ws.gov.taipei/001/Upload/458/relfile/10173/7975051/5686049c-7280-4454-abf5-e4e135ee37de.pdf,檔案名稱;介接網址;主要欄位說明;更新頻率;檔案格式;說明文件,每年,政府資料開放授權條款-第1版,,2017/01/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
128938,臺北市隧道資訊,臺北市政府工務局新建工程處,公共資訊,臺北市隧道資訊json file格式檔案，內容包含隧道名稱、隧道編號、隧道類型(單線/雙線)、轄下機關、所在區鄉、設計單位、監造單位、施工單位、點位座標、隧道長度、隧道面積、車道數、高度、隧道限高等資訊。,ID;tunnel_name;tunnel_id;TunnelKind;AdminUnit;Town;Route;DesignEngineers;SuperviseEngineers;BuildEngineers;GMap_x;GMap_y;Lines;DoubleName;DoubleNo;TotalLength;Area;TunnelWidth;DriveWay;TunnelHeight;DnHeight;gps_e_st;gps_n_st;gps_e_ed;gps_n_ed,每日,政府資料開放授權條款-第1版,,2020/08/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
128939,臺北市地下道資訊,臺北市政府工務局新建工程處,公共資訊,臺北市地下道資訊json file格式檔案，內容包含地下道編號、地下道名稱、地下道類型(A：人行、B：車行)、轄下機關、所在區鄉、認養情況、設計單位、監造單位、施工單位、地下道總長(m)、最大淨寬(m)、最小淨寬(m)、點位座標等資訊。,ID;Nether_id;Nether_name;NetherKind;AdminUnit;Town;Route;CrossoverObject;adopt_status;DesignEngineers;SuperviseEngineers;BuildEngineers;Length;Area;Length1;Length2;MaxWidth;MinWidth;UpHeight;DriveWay;gps_e_st;gps_n_st;gps_e_ed;gps_n_ed;GMap_x;GMap_y,每日,政府資料開放授權條款-第1版,,2020/08/06 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
128935,臺北市政府消防局EOC開放資料專區(TEST),臺北市政府資訊局,公共資訊,本資料為介接臺北市政府消防局EOC資料，每30分鐘更新一次資料，實際數據依檔案內介接網址為準 (新版)資料格式說明: https://drive.google.com/file/d/0ByxolD5lbGvMV0xuNzUzclBfdlE/view 資料格式說明: https://drive.google.com/file/d/0B3Whe0iG1C1UaThUTzR3aXBzUWs/view,資料格式;資料網址;資料網址,每日,政府資料開放授權條款-第1版,,2020/08/07 00:00,臺北市政府OAS標準之API說明文件：https://data.taipei/api/comments/doc
