資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
102051,臺南市政府及其所屬機關預算員額表,人事處,公共資訊,臺南市政府及其所屬機關預算員額表,機關別;正式職教員預算員額,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/1080510,2019/05/10 09:10,
102107,108年度4月份縣統籌分配稅款累計表,新竹縣政府,公共資訊,108年度4月份縣統籌分配稅款累計表,108年度4月份縣統籌分配稅款累計表,每月,政府資料開放授權條款-第1版,https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=DB323C38-47F3-4867-BFA1-829CEDF769A8;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=DB323C38-47F3-4867-BFA1-829CEDF769A8;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=DB323C38-47F3-4867-BFA1-829CEDF769A8;https://data.hsinchu.gov.tw/OpenData/Detail.aspx?GUID=DB323C38-47F3-4867-BFA1-829CEDF769A8,2019/05/14 16:11,
102018,南部科學工業園區管理局聘用人員性別統計表,科技部南部科學工業園區管理局,公共資訊,南部科學工業園區管理局聘用人員性別統計表,,每年,政府資料開放授權條款-第1版,,2019/05/14 00:00,
102021,南部科學工業園區管理局編制員額數統計表,科技部南部科學工業園區管理局,公共資訊,南部科學工業園區管理局編制員額數統計表,人員別;員額數,每年,政府資料開放授權條款-第1版,,2019/05/14 00:00,
102023,國立南科國際實驗高級中學高中部人數一覽表,科技部南部科學工業園區管理局,公共資訊,實中高中部人數一覽表,,每年,政府資料開放授權條款-第1版,,2019/05/14 00:00,
102025,國立南科國際實驗高級中學國小部班級人數統計表,科技部南部科學工業園區管理局,公共資訊,實中國小部班級人數統計表,,每年,政府資料開放授權條款-第1版,,2019/05/14 00:00,
102030,國立南科國際實驗高級中學國中部班級人數一覽表,科技部南部科學工業園區管理局,公共資訊,實中國中部班級人數一覽表,,每年,政府資料開放授權條款-第1版,,2019/05/14 00:00,
102032,國立南科國際實驗高級中學編制教職員統計表,科技部南部科學工業園區管理局,公共資訊,實中編制教職員統計表,,每年,政府資料開放授權條款-第1版,,2019/05/14 00:00,
102034,國立南科國際實驗高級中學雙語部班級人數統計表,科技部南部科學工業園區管理局,公共資訊,實中雙語部班級人數統計表,,每年,政府資料開放授權條款-第1版,,2019/05/14 00:00,
102037,國立南科國際實驗高級中學高中歷年升學績效,科技部南部科學工業園區管理局,公共資訊,高中歷年升學績效,,每年,政府資料開放授權條款-第1版,,2019/05/14 00:00,
102039,南部科學工業園區管理局台南園區第二期第一階公共藝術設置計畫完成報告書2,科技部南部科學工業園區管理局,公共資訊,公共藝術設置完成後，依公共藝術設置辦法第16條規定撰寫公共藝術完成報告書，記錄公共藝術興辦之過程。,,不更新,政府資料開放授權條款-第1版,,2019/05/14 00:00,
102048,107年度臺北市稅捐統計年報,臺北市稅捐稽徵處,公共資訊,臺北市稅捐統計年報,name;url,每年,政府資料開放授權條款-第1版,,2019/05/14 20:24,
102052,臺南市區道公路路線表,臺南市政府工務局,交通及通訊,臺南市區道公路路線表,臺南市大區道公路路線表;臺南市區道公路路線表,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/pbw-road;https://data.tainan.gov.tw/dataset/pbw-road,2019/05/06 02:49,
102049,臺南市工業油脂流向申報廠商清冊,臺南市政府經濟發展局,開創事業,工廠名稱、產品名稱、申報資料,工廠名稱;產品名稱;申報資料,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/factory0003;https://data.tainan.gov.tw/dataset/factory0003;https://data.tainan.gov.tw/dataset/factory0003;https://data.tainan.gov.tw/dataset/factory0003,2019/05/13 01:31,
102050,臺南市食品及化工原料工廠廠商清冊,臺南市政府經濟發展局,開創事業,登記編號、工廠名稱、工廠地址、負責人、統一編號、工廠現況、登記核准日期、產業類別、產品名稱,登記編號;工廠名稱;工廠地址;負責人;統一編號;工廠現況;登記核准日期;產業類別;產品名稱;產品名稱,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/factory;https://data.tainan.gov.tw/dataset/factory,2019/05/13 01:20,
102106,大寮區第二屆里長通訊錄,高雄市大寮區公所,公共資訊,提供大寮區第二屆里長通訊錄,大寮區第二屆里長通訊錄,每月,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/2chief-of-village-phone,2016/10/04 08:16,
102071,高雄市都市地價指數漲跌幅表,高雄市政府地政局,公共資訊,提供高雄市都市地價指數漲跌幅表,地區;總指數;住宅區;商業區;工業區,每月,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/1568745230,2018/01/16 03:37,
