資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
117722,僑務委員會政府資料開放行動方案,僑務委員會,公共資訊,僑務委員會為積極配合開放資料政策之推動，特訂定本「資料開放行動方案」，藉此落實推動開放資料各項作為。,名稱;最近修訂日期;檔案下載連結,每季,政府資料開放授權條款-第1版,,2020/02/26 00:00,
118239,公平交易委員會109年度預算案,公平交易委員會,公共資訊,本資料集為公平交易委員會109年度預算案包含本會單位預算及附屬單位預算,標題;下載格式;下載位置;更新日期,不更新,政府資料開放授權條款-第1版,,2020/02/26 00:00,
118199,國家圖書館109年度單位預算,國家圖書館,公共資訊,本資料集提供國家圖書館年度施政目標重點及歲入歲出預算編列情形,,不更新,政府資料開放授權條款-第1版,https://nclfile.ncl.edu.tw/files/202002/ba723f1e-57c3-442b-8f61-3bd3bc4841e8.zip,2020/02/26 00:00,
118180,國家文官學院及所屬單位決算書,國家文官學院,公共資訊,歲入來源決算表、歲出政事別決算表、歲出機關別決算表、平衡表、資本資產表,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額,每年,政府資料開放授權條款-第1版,https://www.nacs.gov.tw/News.aspx?n=3914&sms=12377&_CSN=66,2020/02/26 00:00,
118214,國立故宮博物院109年度單位預算,國立故宮博物院,公共資訊,國立故宮博物院109年度單位預算,,不更新,政府資料開放授權條款-第1版,,2020/02/26 00:00,
118219,國軍退除役官兵輔導委員會醫療基金109年度月報,國軍退除役官兵輔導委員會,公共資訊,國軍退除役官兵輔導委員會醫療基金109年度月報,SEQNO;LEVEL;BOLD;科目;本年度法定預算數;本月份實際數;本月份預算數;本月份比較增減-金額;本月份比較增減-百分比;本年度截止本月份實際數;本年度截止本月份預算數;本年度截止本月份比較增減-金額;本年度截至本月份累計比較增減-百分比;科目代碼;金額;百分比;計畫名稱;以前年度保留數;本年度奉准先行辦理數;調整數;合計;累計預算分配數;實支數;應付未付數;實際執行數-合計;累計執行數-百分比;比較增減;比較增減-百分比;差異或落後原因;改進措施,每月,政府資料開放授權條款-第1版,,2020/02/26 00:00,
118004,教育部國民及學前教育署108年度單位決算,教育部國民及學前教育署,求學及進修,教育部國民及學前教育署108年度單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;預算年度;以前年度轉入數_應收數;以前年度轉入數_保留數;本年度減免註銷數_應收數;本年度減免註銷數_保留數;本年度實現數_應收數;本年度實現數_保留數;本年度調整數_應收數;本年度調整數_保留數;本年度未結清數_應收數;本年度未結清數_保留數;以前年度轉入數_應付數;本年度減免註銷數_應付數;本年度實現數_應付數;本年度調整數_應付數;本年度未結清數_應付數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額,不更新,政府資料開放授權條款-第1版,,2020/02/26 00:00,
118163,國立高級中等學校校務基金109年度月報,教育部國民及學前教育署,公共資訊,國立高級中等學校校務基金109年度月報,明細項目;SEQNO;LEVEL;BOLD;計畫名稱;以前年度保留數;本年度法定預算數;本年度奉准先行辦理數;調整數;合計;累計預算分配數;實支數;應付未付數;實際執行數-合計;實際執行數-百分比;比較增減;比較增減-百分比;差異或落後原因;改進措施;科目代碼,每月,政府資料開放授權條款-第1版,,2020/02/25 00:00,
118207,新竹縣104年至108年土地增值稅稅源統計表,新竹縣政府,公共資訊,面積現值,年度別;稅種;筆數;面積;移轉現值;調整後原地價;改良土地費用;漲價總數額;查定稅額;增繳地價抵繳;重劃減徵;徵收減徵;其他減徵;長期持有減徵;應納稅額,每年,政府資料開放授權條款-第1版,,2020/02/26 00:00,
118208,新竹縣104年至108年土地增值稅稅源統計表,新竹縣政府稅務局,公共資訊,最近5年土地增值稅稅源統計表,年度別;稅種;筆數;面積;移轉現值;調整後原地價;改良土地費用;漲價總數額;查定稅額;增繳地價抵繳;重劃減徵;徵收減徵;其他減徵;長期持有減徵;應納稅額,每年,政府資料開放授權條款-第1版,,2020/02/26 00:00,
