資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
118760,司法院109年度會計月報,司法院,公共資訊,司法院109年度會計月報,,每月,政府資料開放授權條款-第1版,,2020/03/10 00:00,
119068,國家運輸安全調查委員會年度單位預算案,國家運輸安全調查委員會,公共資訊,國家運輸安全調查委員會年度單位預算書表,,每年,政府資料開放授權條款-第1版,,2020/03/13 00:00,
119075,國家運輸安全調查委員會單位決算,國家運輸安全調查委員會,公共資訊,國家運輸安全調查委員會單位決算書表,,每年,政府資料開放授權條款-第1版,,2020/03/13 00:00,
118990,106年度宜蘭縣政府地方稅務局歲出預算,宜蘭縣政府,公共資訊,106年度宜蘭縣政府地方稅務局歲出預算,名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每日,政府資料開放授權條款-第1版,,2019/12/30 13:33,﻿單位：千元
118991,106年度宜蘭縣政府地方稅務局歲出預算,宜蘭縣政府,公共資訊,106年度宜蘭縣政府地方稅務局歲出預算,名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每日,政府資料開放授權條款-第1版,,2019/12/30 13:33,﻿單位：千元
118992,106年度宜蘭縣政府地方稅務局歲出預算,宜蘭縣政府,公共資訊,106年度宜蘭縣政府地方稅務局歲出預算,名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每日,政府資料開放授權條款-第1版,,2019/12/30 13:33,﻿單位：千元
118993,103年度宜蘭縣政府地方稅務局歲入決算,宜蘭縣政府,公共資訊,103年度宜蘭縣政府地方稅務局歲入決算,名稱;本年度預算數;預算增減數;預算數合計;實現數;應收數;決算數,每日,政府資料開放授權條款-第1版,,2019/12/04 14:19,無
118995,106年度宜蘭縣政府地方稅務局歲出預算,宜蘭縣政府,公共資訊,106年度宜蘭縣政府地方稅務局歲出預算,名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每日,政府資料開放授權條款-第1版,,2019/12/30 13:33,﻿單位：千元
118996,103年度宜蘭縣政府地方稅務局歲入決算,宜蘭縣政府,公共資訊,103年度宜蘭縣政府地方稅務局歲入決算,名稱;本年度預算數;預算增減數;預算數合計;實現數;應收數;決算數,每日,政府資料開放授權條款-第1版,,2019/12/04 14:19,無
118998,103年度宜蘭縣政府地方稅務局歲入決算,宜蘭縣政府,公共資訊,103年度宜蘭縣政府地方稅務局歲入決算,名稱;本年度預算數;預算增減數;預算數合計;實現數;應收數;決算數,每日,政府資料開放授權條款-第1版,,2019/12/04 14:19,無
118999,104年度宜蘭縣政府地方稅務局歲入預算,宜蘭縣政府,公共資訊,104年度宜蘭縣政府地方稅務局歲入預算,名稱;預算數,每日,政府資料開放授權條款-第1版,,2019/12/30 11:31,單位：千元
119000,106年度宜蘭縣政府地方稅務局歲入預算,宜蘭縣政府,公共資訊,106年度宜蘭縣政府地方稅務局歲入預算,名稱;預算數,每日,政府資料開放授權條款-第1版,,2019/12/04 14:57,無
119002,103年度宜蘭縣政府地方稅務局歲入預算,宜蘭縣政府,公共資訊,103年度宜蘭縣政府地方稅務局歲入預算,名稱;預算數,每日,政府資料開放授權條款-第1版,,2019/12/30 11:32,單位：千元
119004,103年度宜蘭縣政府地方稅務局歲入預算,宜蘭縣政府,公共資訊,103年度宜蘭縣政府地方稅務局歲入預算,名稱;預算數,每日,政府資料開放授權條款-第1版,,2019/12/30 11:32,單位：千元
119005,103年度宜蘭縣政府地方稅務局歲入預算,宜蘭縣政府,公共資訊,103年度宜蘭縣政府地方稅務局歲入預算,名稱;預算數,每日,政府資料開放授權條款-第1版,,2019/12/30 11:32,單位：千元
119006,104年度宜蘭縣政府地方稅務局歲入預算,宜蘭縣政府,公共資訊,104年度宜蘭縣政府地方稅務局歲入預算,名稱;預算數,每日,政府資料開放授權條款-第1版,,2019/12/30 11:31,單位：千元
119007,106年度宜蘭縣政府地方稅務局歲入預算,宜蘭縣政府,公共資訊,106年度宜蘭縣政府地方稅務局歲入預算,名稱;預算數,每日,政府資料開放授權條款-第1版,,2019/12/04 14:57,無
119008,105年度宜蘭縣政府地方稅務局歲出預算,宜蘭縣政府,公共資訊,105年度宜蘭縣政府地方稅務局歲出預算,名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每日,政府資料開放授權條款-第1版,,2019/12/30 14:04,單位:千元
119010,103年度宜蘭縣政府地方稅務局歲入預算,宜蘭縣政府,公共資訊,103年度宜蘭縣政府地方稅務局歲入預算,名稱;預算數,每日,政府資料開放授權條款-第1版,,2019/12/30 11:32,單位：千元
119013,103年度宜蘭縣政府地方稅務局歲入預算,宜蘭縣政府,公共資訊,103年度宜蘭縣政府地方稅務局歲入預算,名稱;預算數,每日,政府資料開放授權條款-第1版,,2019/12/30 11:32,單位：千元
119014,105年度宜蘭縣政府地方稅務局歲出預算,宜蘭縣政府,公共資訊,105年度宜蘭縣政府地方稅務局歲出預算,名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每日,政府資料開放授權條款-第1版,,2019/12/30 14:04,單位:千元
119015,106年度宜蘭縣政府地方稅務局歲入預算,宜蘭縣政府,公共資訊,106年度宜蘭縣政府地方稅務局歲入預算,名稱;預算數,每日,政府資料開放授權條款-第1版,,2019/12/04 14:57,無
119016,105年度宜蘭縣政府地方稅務局歲出預算,宜蘭縣政府,公共資訊,105年度宜蘭縣政府地方稅務局歲出預算,名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每日,政府資料開放授權條款-第1版,,2019/12/30 14:04,單位:千元
119017,106年度宜蘭縣政府地方稅務局歲入預算,宜蘭縣政府,公共資訊,106年度宜蘭縣政府地方稅務局歲入預算,名稱;預算數,每日,政府資料開放授權條款-第1版,,2019/12/04 14:57,無
119018,105年度宜蘭縣政府地方稅務局歲出預算,宜蘭縣政府,公共資訊,105年度宜蘭縣政府地方稅務局歲出預算,名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每日,政府資料開放授權條款-第1版,,2019/12/30 14:04,單位:千元
119019,103年度宜蘭縣政府地方稅務局歲出預算,宜蘭縣政府,公共資訊,103年度宜蘭縣政府地方稅務局歲出預算,名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每日,政府資料開放授權條款-第1版,,2019/12/30 14:21,單位:千元
119020,105年度宜蘭縣政府地方稅務局歲出預算,宜蘭縣政府,公共資訊,105年度宜蘭縣政府地方稅務局歲出預算,名稱;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較,每日,政府資料開放授權條款-第1版,,2019/12/30 14:04,單位:千元
