資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
118540,客家委員會好客小學堂,客家委員會,求學及進修,以兒童為主要對象，簡易客語對話及單字教學。,title_name;url,每日,政府資料開放授權條款-第1版,無;無;無,2020/03/06 15:19,
118542,客家委員會兒童客家課程表,客家委員會,求學及進修,透過客家特有的童玩遊戲及童詩創作等互動學習方式，讓兒童自然而然產生學習的動機。在本主題裡，有「客語童詩寫作」、「客家童玩」等課程，讓小朋友玩在客語、寫在客語、說在客語！,course_name;teacher;source;course_series;course_outline;course_description;subject_keyword;subject_properties;hours,每日,政府資料開放授權條款-第1版,,2020/03/06 15:40,
118548,客家委員會業務說明電話與聯絡,客家委員會,公共資訊,客家委員會業務說明電話與聯絡,Section;Position;Name;Line;business,每日,政府資料開放授權條款-第1版,,2020/03/06 17:06,
117927,矯正署臺北監獄109年會計報告(按月),法務部矯正署,公共資訊,矯正署臺北監獄109年會計報告(按月),會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,https://www.tpp.moj.gov.tw/296713/296812/296834/823791/post;https://www.tpp.moj.gov.tw/296713/296812/296834/823791/post,2020/03/06 00:00,
118530,矯正署臺東監獄109年1月會計報告,法務部矯正署,公共資訊,矯正署臺東監獄109年1月會計報告,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,,2020/03/06 00:00,
118538,矯正署彰化看守所109年會計報告(按月),法務部矯正署,公共資訊,矯正署彰化看守所109年會計報告(按月),會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,https://www.chd.moj.gov.tw/261036/261172/261183/735504/;https://www.chd.moj.gov.tw/261036/261172/261183/735504/,2020/03/06 00:00,
118539,矯正署彰化少年觀護所109年會計報告(按月),法務部矯正署,公共資訊,矯正署彰化少年觀護所109年會計報告(按月),會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;原預算數;追加減數;第一預備金;第二預備金;經費流用數;預算調整數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,https://www.chd.moj.gov.tw/261036/261172/261183/735506/post;https://www.chd.moj.gov.tw/261036/261172/261183/735506/post,2020/03/06 00:00,
117944,矯正署臺南看守所109年會計報告(按月),法務部矯正署臺南看守所,公共資訊,矯正署臺南看守所109年會計報告(按月),會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,http://www.tnd.moj.gov.tw/lp.asp?ctNode=35821&CtUnit=14208&BaseDSD=7&mp=084;http://www.tnd.moj.gov.tw/lp.asp?ctNode=35821&CtUnit=14208&BaseDSD=7&mp=084,2020/03/06 00:00,
118536,澎湖縣馬公市108年戶籍動態統計,澎湖縣政府,公共資訊,澎湖縣馬公市108年戶籍動態統計,年度;月份;里別;戶數;人口數;遷入人數;遷出人數;嬰兒出生總數;死亡人數;結婚對數;離婚對數,每日,政府資料開放授權條款-第1版,,2020/01/10 09:10,無
118515,臺中高等行政法院109年2月份會計月報,臺中高等行政法院,公共資訊,臺中高等行政法院109年2月份會計月報,,每月,政府資料開放授權條款-第1版,http://tcb.judicial.gov.tw/index1.asp?struID=70&cid=55&newsType=5,2020/03/06 00:00,
118512,109年1月臺南市登革熱病媒蚊密度調查,臺南市政府衛生局,公共資訊,109年1月臺南市登革熱病媒蚊密度調查,日期;臺南市;區別;里別;調查種類;調查戶數;陽性戶數;調查容器戶內;調查容器戶外;調查容器合計;陽性容器戶內;陽性容器戶外;陽性容器合計;布氏指數;布氏級數;容器指數;容器級數;經度;緯度,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/109-1-df-mosquito-density;https://data.tainan.gov.tw/dataset/109-1-df-mosquito-density;https://data.tainan.gov.tw/dataset/109-1-df-mosquito-density;https://data.tainan.gov.tw/dataset/109-1-df-mosquito-density,2020/03/05 08:08,
118513,109年1月臺南市登革熱誘卵桶監測資訊,臺南市政府衛生局,生活安全及品質,109年1月臺南市登革熱誘卵桶監測資訊,縣市;區別;監測週期;陽性率;總卵粒數,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/109-1-mosquito;https://data.tainan.gov.tw/dataset/109-1-mosquito;https://data.tainan.gov.tw/dataset/109-1-mosquito;https://data.tainan.gov.tw/dataset/109-1-mosquito;https://data.tainan.gov.tw/dataset/109-1-mosquito,2020/03/05 08:03,
118514,108年12月臺南市登革熱誘卵桶監測資訊,臺南市政府衛生局,公共資訊,108年12月臺南市登革熱誘卵桶監測資訊,縣市;區別;監測週期;陽性率;總卵粒數,每月,政府資料開放授權條款-第1版,https://data.tainan.gov.tw/dataset/108-12-mosquito;https://data.tainan.gov.tw/dataset/108-12-mosquito;https://data.tainan.gov.tw/dataset/108-12-mosquito;https://data.tainan.gov.tw/dataset/108-12-mosquito;https://data.tainan.gov.tw/dataset/108-12-mosquito,2020/03/05 07:56,
118474,109年度臺灣新北地方法院1-12月份會計報告,臺灣新北地方法院,公共資訊,109年度臺灣新北地方法院1-12月份會計報告,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數;預算項目;預算執行數;會計收支;會計科目,每月,政府資料開放授權條款-第1版,,2020/03/05 00:00,
118541,臺灣苗栗地方法院-109年1月會計報告,臺灣苗栗地方法院,公共資訊,臺灣苗栗地方法院-109年1月會計報告,,每月,政府資料開放授權條款-第1版,,2020/03/06 00:00,
118526,臺灣高等法院高雄分院108年度單位決算,臺灣高等法院高雄分院,公共資訊,臺灣高等法院高雄分院108年度單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額;url_link,不更新,政府資料開放授權條款-第1版,,2020/03/06 00:00,
118345,苗栗縣頭份市各里108年12月底止人口數( 含男女數),苗栗縣政府,公共資訊,苗栗縣頭份市各里107年12月底止人口數( 含男女數),,不更新,政府資料開放授權條款-第1版,,2020/03/05 00:00,
118367,苗栗縣卓蘭鎮各里108年12月底止人口數( 含男女數),苗栗縣政府,公共資訊,苗栗縣卓蘭鎮各里108年12月底止人口數( 含男女數),,不更新,政府資料開放授權條款-第1版,,2020/03/05 00:00,
118368,苗栗縣大湖鄉各里108年12月底止人口數( 含男女數),苗栗縣政府,公共資訊,苗栗縣大湖鄉各里108年12月底止人口數( 含男女數),,不更新,政府資料開放授權條款-第1版,http://mlhr.miaoli.gov.tw/miaoliNDP/population/10812/08_DH10812.xls,2020/03/05 00:00,
118373,苗栗縣頭屋鄉各村108年12月底止人口數( 含男女數),苗栗縣政府,公共資訊,苗栗縣頭屋鄉各村108年12月底止人口數( 含男女數),,不更新,政府資料開放授權條款-第1版,,2020/03/05 00:00,
118379,苗栗縣獅潭鄉各村108年12月底止人口數( 含男女數),苗栗縣政府,公共資訊,苗栗縣獅潭鄉各村108年12月底止人口數( 含男女數),,不更新,政府資料開放授權條款-第1版,,2020/03/05 00:00,
118382,苗栗縣泰安鄉各村108年12月底止人口數( 含男女數),苗栗縣政府,公共資訊,苗栗縣泰安鄉各村108年12月底止人口數( 含男女數),,不更新,政府資料開放授權條款-第1版,,2020/03/05 00:00,
118524,行政院109年度單位預算,行政院,公共資訊,歲入來源別預算表、歲出機關別預算表、歲入項目說明提要表、歲出計畫提要及分支計畫概況表、各項費用彙計表、歲出一級用途別科目分析表、資本支出分析表、人事費分析表、預算員額明細表、公務車輛明細表、現有辦公房舍明細表、補助經費分析表、捐助經費分析表、派員出國計畫預算總表、派員出國計畫預算類別表-考察、派員出國計畫預算類別表-開會、派員赴大陸計畫預算類別表、歲出按職能及經濟性綜合分類表、跨年期計畫概況表、委辦經費分析表,,不更新,政府資料開放授權條款-第1版,,2020/03/06 00:00,
118549,近5年護理人員統計,衛生福利部護理及健康照護司,就醫,自108年度起收錄近5年護理人員統計：護理人員領證人數(累計) 護理人員領證人數(累計)男性 護理人員領證人數(累計)女性 每萬人口護理人員數(人),年度;護理人員領證人數(累計);護理人員領證人數(累計)男性;護理人員領證人數(累計)女性;每萬人口護理人員數(人),每年,政府資料開放授權條款-第1版,https://nurse.mohw.gov.tw/lp-72-2-xCat-01.html,2020/03/06 00:00,
118550,專科護理師甄審及格人數,衛生福利部護理及健康照護司,公共資訊,收錄歷年專科護理師甄審及格人數。,年度;專科護理師甄審及格人數,每年,政府資料開放授權條款-第1版,,2020/03/06 00:00,
118535,高雄市109年路口監視器地點,高雄市政府警察局,公共資訊,ID 分局 派出所 警編 位置,,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/109intersection-monitor-location,2020/03/06 02:38,
