資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
114715,109年區域立法委員選舉區,中央選舉委員會,選舉及投票,109年區域立法委員選舉區,,不更新,政府資料開放授權條款-第1版,,2020/01/21 00:00,
114566,108年7月司法院及所屬各級法院之終結案件資料與欄位說明,司法院,公共資訊,108年7月司法院及所屬各級法院之終結案件資料，資料提供格式請參閱「司法統計系統資料欄位說明」,,每月,政府資料開放授權條款-第1版,,2020/01/22 00:00,
114567,108年8月司法院及所屬各級法院之終結案件資料與欄位說明,司法院,公共資訊,108年8月司法院及所屬各級法院之終結案件資料，資料提供格式請參閱「司法統計系統資料欄位說明」,,每月,政府資料開放授權條款-第1版,,2020/01/22 00:00,
114568,108年9月司法院及所屬各級法院之終結案件資料與欄位說明,司法院,公共資訊,108年9月司法院及所屬各級法院之終結案件資料，資料提供格式請參閱「司法統計系統資料欄位說明」,,每月,政府資料開放授權條款-第1版,,2020/01/22 00:00,
114570,108年10月司法院及所屬各級法院之終結案件資料與欄位說明,司法院,公共資訊,108年10月司法院及所屬各級法院之終結案件資料，資料提供格式請參閱「司法統計系統資料欄位說明」,,每月,政府資料開放授權條款-第1版,,2020/01/22 00:00,
114571,108年11月司法院及所屬各級法院之終結案件資料與欄位說明,司法院,公共資訊,108年11月司法院及所屬各級法院之終結案件資料，資料提供格式請參閱「司法統計系統資料欄位說明」,,每月,政府資料開放授權條款-第1版,,2020/01/22 00:00,
114719,108年度基隆市已登記公私有土地登記管理,基隆市政府地政處,購屋及遷徙,購屋及遷徙: 係指各種房屋買賣、房屋遷移、移⺠等相關資料集,,每年,政府資料開放授權條款-第1版,,2020/01/21 00:00,
114582,教育部議題導向敘事力創新教學發展計畫歷年獲補助名單,教育部資訊及科技教育司,公共資訊,議題導向敘事力創新教學發展計畫歷年獲補助名單,編號;年度;類別;計畫名稱;執行單位;計畫主持人,每年,政府資料開放授權條款-第1版,http://www.ioancd.com/;http://hss.edu.tw,2020/01/22 00:00,計畫網站：http://www.ioancd.com/ 教育部人文社會科學相關領域計畫入口網：http://hss.edu.tw
114698,2722-01-01-2 臺中市消費者物價指數,臺中市政府主計處,公共資訊,臺中市消費者物價指數,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2020/01/21 10:48,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
114700,21121-00-02-2 臺中市消費者物價指數─商品性質別,臺中市政府主計處,公共資訊,臺中市消費者物價指數─商品性質別,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每月,政府資料開放授權條款-第1版,,2020/01/21 10:54,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
114701,30280-05-01-2 臺中市政府各機關中程施政計畫項數—機關別統計表,臺中市政府研究發展考核委員會,公共資訊,臺中市政府各機關中程施政計畫,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每4年,政府資料開放授權條款-第1版,,2020/01/21 11:03,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
114711,30280-05-02-2 臺中市政府各機關發包預算一百萬元以上標案施工進度統計表,臺中市政府研究發展考核委員會,公共資訊,臺中市政府決標金額100萬以上工程類標案之施工進度。,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每月,政府資料開放授權條款-第1版,,2020/01/21 02:00,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
114702,21412-01-02-2 臺中市各區公有零售市場面積、使用費(租金)及員工人數,臺中市政府經濟發展局,公共資訊,臺中市各區公有零售市場面積、使用費(租金)及員工人數,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2020/01/21 11:06,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
114735,醫療收費標準,臺北市政府衛生局,公共資訊,衛生局醫療收費標準呈現於臺北市政府衛生局→專業人員區→醫護管理資訊→醫療收費,醫療收費標準,每日,政府資料開放授權條款-第1版,,2018/07/27 00:00,
114665,109年苗栗縣急救責任醫院清冊,苗栗縣政府衛生局,公共資訊,109年苗栗縣急救責任醫院清冊,,每年,政府資料開放授權條款-第1版,,2020/01/20 00:00,
114669,109年苗栗縣醫學美容機構清冊,苗栗縣政府衛生局,公共資訊,109年苗栗縣醫學美容機構清冊,,每年,政府資料開放授權條款-第1版,,2020/01/20 00:00,
114670,109年苗栗縣公共AED清冊,苗栗縣政府衛生局,公共資訊,109年苗栗縣公共AED清冊,場所名稱;場所區域;場所地址;AED放置地點;周一至周五起;周一至周五迄;周六起;周六迄;周日起;周日迄;開放使用時間備註;開放時間緊急連絡電話,每年,政府資料開放授權條款-第1版,,2020/01/20 00:00,
114672,109年苗栗縣居家醫療居家安寧服務團隊清冊,苗栗縣政府衛生局,公共資訊,109年苗栗縣居家醫療居家安寧服務團隊清冊,,每年,政府資料開放授權條款-第1版,,2020/01/20 00:00,
114673,109年苗栗縣救護車設置現況表,苗栗縣政府衛生局,公共資訊,109年苗栗縣救護車輛數,,每年,政府資料開放授權條款-第1版,,2020/01/20 00:00,
114674,109年苗栗縣產後護理之家名冊,苗栗縣政府衛生局,公共資訊,109年苗栗縣產後護理之家名冊,,每年,政府資料開放授權條款-第1版,,2020/01/20 00:00,
114471,財政部臺北國稅局公司及獨資合夥工商家數統計表-,財政部臺北國稅局,公共資訊,依縣市別統計轄區內公司及獨資合夥等工商家數,稽徵機關別;公司組織;獨資合夥;其他;合計;免用發票,每年,政府資料開放授權條款-第1版,,2020/01/13 00:00,
114706,108年高雄市不同權屬土地筆數統計,高雄市政府地政局,公共資訊,高雄市不同權屬土地筆數統計,區名項目;全部土地總筆數;公有土地總筆數;私有土地總筆數;公私共有土地總筆數;其他總筆數,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/108dwdw,2020/01/16 09:10,
