資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
117353,最高檢察署109年大事記(按月),最高檢察署,公共資訊,最高檢察署109年大事記,名稱;文件下載網址,每月,政府資料開放授權條款-第1版,,2020/02/12 00:00,
117370,30280-90-01-2 臺中市政府新聞局發布新聞稿則數,臺中市政府新聞局,公共資訊,臺中市政府新聞局發布新聞稿則數,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2020/02/12 02:23,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
117375,30280-07-03-2 臺中市政府二級機關一般公文統計表,臺中市政府研究發展考核委員會,公共資訊,臺中市政府二級機關一般公文件數統計，包含發文、存查件數統計。,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每月,政府資料開放授權條款-第1版,,2018/10/16 12:00,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
117367,20211-02-01-2 臺中市公司登記家數及實收資本額異動,臺中市政府經濟發展局,公共資訊,臺中市公司登記家數及實收資本額異動,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2020/02/12 02:07,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
117369,20211-02-02-2 臺中市公司登記現有家數及實收資本額－按行業別分,臺中市政府經濟發展局,公共資訊,臺中市公司登記現有家數及實收資本額－按行業別分,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2020/02/12 02:16,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
117361,10730-04-08-2 臺中市長期照顧十年計畫(一)-居家服務,臺中市政府衛生局,公共資訊,無,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2020/02/12 01:18,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
117362,10730-05-19-2 臺中市身心障礙者居家照顧服務成果,臺中市政府衛生局,公共資訊,臺中市身心障礙者居家照顧服務成果,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2020/02/12 01:20,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
117364,1632-01-02-2 臺中市法定傳染病確定病例統計-年齡別,臺中市政府衛生局,公共資訊,臺中市法定傳染病確定病例統計-年齡別,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每年,政府資料開放授權條款-第1版,,2020/02/12 01:33,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
117366,1836-01-21-2 臺中市身心障礙者居家照顧服務成果,臺中市政府衛生局,公共資訊,臺中市身心障礙者居家照顧服務成果,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2020/02/12 01:51,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
117349,10959-03-01-2 臺中市執行家戶訪查發現及處理戶口(籍)案件成果,臺中市政府警察局,公共資訊,臺中市執行家戶訪查發現及處理戶口(籍)案件成果,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;Complex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每日,政府資料開放授權條款-第1版,,2020/02/12 08:46,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
