資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
119975,106年高雄市緊急救護日報表_以分隊作統計,高雄市政府消防局,生活安全及品質,106年高雄市緊急救護日報表_以分隊作統計,單位;救護受理件數;救護車輛派遣數;空跑件數;救護載送人數;其他案件件數,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/106-052,2020/04/04 08:16,
119976,107年高雄市緊急救護日報表_以分隊作統計,高雄市政府消防局,生活安全及品質,107年高雄市緊急救護日報表_以分隊作統計,單位;救護受理件數;救護車輛派遣數;空跑件數;救護載送人數;其他案件件數,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/107-052,2020/04/04 08:15,
119977,108年高雄市緊急救護日報表_以分隊作統計,高雄市政府消防局,生活安全及品質,108年高雄市緊急救護日報表_以分隊作統計,單位;救護受理件數;救護車輛派遣數;空跑件數;救護載送人數;其他案件件數,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/108-005,2020/04/04 08:14,
119978,106年高雄市火災搶救日報表_以分隊作統計,高雄市政府消防局,生活安全及品質,106年高雄市火災搶救日報表_以分隊作統計,單位;受理件數;有財務損失;無財務損失;誤謊報;一般民眾死亡;一般民眾受傷;消防人員死;消防人員受傷;義消人員死;義消人員受傷;房屋燒毀間數;救出人數;出動消防人員;出動義消人次;出動車輛數量;財物損失初估金額千元,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/106-051,2020/04/04 08:13,
119979,107年高雄市火災搶救日報表_以分隊作統計,高雄市政府消防局,生活安全及品質,107年高雄市火災搶救日報表_以分隊作統計,單位;受理件數;有財務損失;無財務損失;誤謊報;一般民眾死亡;一般民眾受傷;消防人員死;消防人員受傷;義消人員死;義消人員受傷;房屋燒毀間數;救出人數;出動消防人員;出動義消人次;出動車輛數量;財物損失初估金額千元,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/107-051,2020/04/04 08:12,
119980,108年高雄市火災搶救日報表_以分隊作統計,高雄市政府消防局,生活安全及品質,108年高雄市火災搶救日報表_以分隊作統計,單位;受理件數;有財務損失;無財務損失;誤謊報;一般民眾死亡;一般民眾受傷;消防人員死;消防人員受傷;義消人員死;義消人員受傷;房屋燒毀間數;救出人數;出動消防人員;出動義消人次;出動車輛數量;財物損失初估金額千元,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/108-004,2020/04/04 08:10,
119981,108年報案情形統計表,高雄市政府消防局,生活安全及品質,108年報案情形統計表,日期與報案方式;119;110轉報;親自報案;執勤發現;自動電話;其他,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/108-003,2020/04/04 07:45,
119982,108年高雄市緊急救護日報表_以行政區作統計,高雄市政府消防局,生活安全及品質,108年高雄市緊急救護日報表_以行政區作統計,救護受理件數;救護車輛派遣數;空跑件數;救護載送人數;其他案件件數,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/108-002,2020/04/04 07:43,
119983,107年高雄市緊急救護日報表_以行政區作統計,高雄市政府消防局,生活安全及品質,107年高雄市緊急救護日報表_以行政區作統計,救護受理件數;救護車輛派遣數;空跑件數;救護載送人數;其他案件件數,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/107-050,2020/04/04 07:42,
119984,106年高雄市緊急救護日報表_以行政區作統計,高雄市政府消防局,生活安全及品質,106年高雄市緊急救護日報表_以行政區作統計,救護受理件數;救護車輛派遣數;空跑件數;救護載送人數;其他案件件數,每年,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/106-050,2020/04/04 07:40,
119985,108年高雄市火災搶救日報表_以行政區作統計,高雄市政府消防局,生活安全及品質,108年高雄市火災搶救日報表_以行政區作統計,區域;火災受理件數;有財務損失;無財務損失;誤謊報;一般民眾死亡;一般民眾受傷;消防人員死亡;消防人員受傷;義消人員死亡;義消人員受傷;房屋燒毀間數;救出人數;出動消防人員;出動義消人次;出動車輛數量;財物損失初估金額_千元,每月,政府資料開放授權條款-第1版,https://data.kcg.gov.tw/dataset/108-001,2020/04/04 07:38,
