資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
118083,中央氣象局108年度單位決算,交通部中央氣象局,公共資訊,中央氣象局108年度單位決算,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價。,每日,政府資料開放授權條款-第1版,,2020/02/24 00:00,
118071,鐵道局單位決算,交通部鐵道局,公共資訊,鐵道局相關單位決算,資料集名稱;連結網址,每日,政府資料開放授權條款-第1版,,2019/12/28 00:00,
118070,109年度國史館單位預算,國史館,公共資訊,歲入來源別預算表、歲出機關別預算表、歲入項目說明提要表、歲出計畫提要及分支計畫概況表、各項費用彙計表、歲出一級用途別科目分析表、資本支出分析表、人事費分析表、預算員額明細表、公務車輛明細表、現有辦公房舍明細表、捐助經費分析表、派員出國計畫預算總表、派員出國計畫預算類別表、歲出按職能及經濟性綜合分類表、委辦經費分析表、立法院審議中央政府總預算案所提決議、附帶決議及注意辦理事項辦理情形報告表,,每年,政府資料開放授權條款-第1版,,2020/02/24 00:00,
118079,國史館臺灣文獻館109年度單位預算,國史館臺灣文獻館,公共資訊,國史館臺灣文獻館109年度單位預算資料,mh_itemserialno1;mh_itemserialno2;mh_itemserialno3;mh_itemserialno4;budgetno;mh_budgetname;budgetno_conver;tyear_amt;lyear_amt;byear_amt;b_amt;bc_content;blevel;ordinaryid;agenno;agentype;displayname;memo;ba_fiscalyear;ba_fundkind;ba_budgetkind;ba_specialbudgetno;ba_agenno;ba_agentype;ba_budgetstate;ba_versiondate;ba_budgetyear;ba_budgetno;ba_subprojectno;mj_subprojectname;ba_departno;ba_objectno;ba_budgettype;ba_budgetsource;ba_mergetype;ba_budgetamt;ba_flowflag;ba_signflag;ba_signno;ba_key;bc_fiscalyear;bc_fundkind;bc_budgetkind;bc_specialbudgetno;bc_agenno;bc_agentype;bc_budgetstate;bc_reportno;bc_key;bc_versiondate;objectNo;budget;total;款;項;目;節;科目名稱;預算科目編號;人事費;業務費_經;奬補助費_經;債務費;預備金_經;經常支出小計;業務費_資;設備及投資;奬補助費_資;預備金_資;資本支出小計;合計;budgetname;damt1;damt2;damt3;damt4;damt5;damt6;damt7;damt8;damt9;damt10;damt11;no1;no2;no3;no4;b_level;level;mi_objectname;objectnoname;budgetamt_sum;displaymemo;btn_memo;bn_fiscalyear;bn_fundkind;bn_budgetkind;bn_specialbudgetno;bn_agenno;bn_agentype;bn_budgetstate;bn_budgetsource;bn_man1;bn_man1_l;bn_man2;bn_man2_l;bn_man3;bn_man3_l;bn_man4;bn_man4_l;bn_man5;bn_man5_l;bn_man6;bn_man6_l;bn_man7;bn_man7_l;bn_man8;bn_man8_l;bn_man9;bn_man9_l;bn_man10;bn_man10_l;bn_man11;bn_man11_l;bn_amt_man;bn_amt_mngbsn;bn_text;display_name;bq_fiscalyear;bq_fundkind;bq_budgetkind;bq_specialbudgetno;bq_agenno;bq_agentype;bq_budgetstate;bq_budgetno;bq_objectno;bq_carid;bq_persons;bq_buydate;bq_ventsize;bq_oilamt;bq_oilprice;bq_amt_maintain;bq_amt5;bq_carnum;bq_remark;bq_lpgamt;bq_lpgprice;bq_versiondate;m33_fiscalyear;m33_reportno;m33_level1;m33_level2;m33_level3;m33_level4;m33_objectname;m33_objectno;m33_detailid;br_fiscalyear;br_fundkind;br_budgetkind;br_specialbudgetno;br_agenno;br_agentype;br_budgetstate;br_objectno;br_holds1;br_area1;br_bookvalue1;br_amtyear1;br_holds2;br_area2;br_amtyear2;br_holds3;br_area3;br_deposit;br_rental;br_amtyear3;br_area4;br_deposit4;br_rental4;br_amtyear4;br_versiondate;br_text;bh_fiscalyear;bh_fundkind;bh_budgetkind;bh_specialbudgetno;bh_agenno;bh_agentype;bh_budgetstate;bh_versiondate;bh_objectno;bh_endowplanno;bh_endowplanname;bh_donname;bh_endowsts;bh_budgetno;bh_subprojectno;bh_budgetsource;bh_applyid;bh_startyear;bh_endyear;bh_donrem;bh_bgtyear;bh_amt_man;bh_amt_business;bh_amt_other;bh_amt_land;bh_amt_house;bh_amt6;bh_amt7;bh_flowflag;bh_signflag;bh_signno;mj_subprojectno_na;職能別分類經濟性分類;受僱人員報酬;商品及勞務購買支出;債務利息;土地租金支出;對企業_經;對家庭及民間非營利機構_經;對政府_經;對國外_經;小計_經;對營業基金;對非營業特種基金;對民間企業;對企業_資;對家庭及民間非營利機構_資;對政府_資;對國外_資;土地購入;無形資產購入;住宅;非住宅房屋;營建工程;運輸工具;資訊軟體;機器及其他設備;土地改良;小計_資;總計,每年,政府資料開放授權條款-第1版,,2020/02/24 00:00,
118082,國立科學工藝博物館108年度決算案,國立科學工藝博物館,公共資訊,收支餘絀決算表、餘絀撥補決算表、現金流量決算表、業務收入明細表、平衡表...等,SEQNO;LEVEL;BOLD;科目;本年度預算數-金額;本年度預算數-百分比;本年度決算數-金額;本年度決算數-百分比;比較增減-金額;比較增減-百分比;上年度決算數-金額;上年度決算數-百分比;項目;預算數;決算數;備註;可用預算數-以前年度保留數;可用預算數-本年度保留數;可用預算數-本年度奉准先行辦理數;可用預算數-調整數;可用預算數-合計;比較增減數;本年度保留數;計畫名稱;全部計畫;全部計畫-目標能量;全部計畫-進度起訖年月;可用預算數-本年度預算數;可用預算數-占全部計畫百分比;截至本年度累計數;截至本年度累計數-占全部計畫百分比;決算數-本年度金額;決算數-本年度金額占可用預算數百分比;決算數-截至本年度累計數金額;截至本年度累計決算數占累計預算數百分比;未達成或超過預算之原因;土地改良物;房屋及建築;機械及設備;交通及運輸設備;什項設備;租賃資產;租賃權益改良;非業務資產;什項資產;投資性不動產;其他;生產性植物;合計;決算數-帳面價值-成本或重估價值;決算數-帳面價值-已提折舊額;決算數-帳面價值-淨額;決算數-殘餘價值;決算數-未實現重估增值減少數;決算數-報廢短絀;報廢損失預算數;比較增減;預算數-數量;決算數-數量;比較增減-數量;科目名稱;預算數-正式員額薪資;預算數-聘僱人員薪資;預算數-超時工作報酬;預算數-津貼;預算數-獎金;預算數-退休及卹償金;預算數-資遣費;預算數-福利費;預算數-提繳費;預算數-合計;預算數-兼任人員用人費用;預算數-總計;決算數-正式員額薪資;決算數-聘僱人員薪資;決算數-超時工作報酬;決算數-津貼;決算數-獎金;決算數-退休及卹償金;決算數-資遣費;決算數-福利費;決算數-提繳費;決算數-合計;決算數-兼任人員用人費用;決算數-總計;車輛類型;預算數-輛數;預算數-金額;決算數-輛數;決算數-金額;比較增減-輛數;比較增減-輛數-百分比;比較增減-金額-百分比;數量單位;比較增減-數量-百分比,每年,政府資料開放授權條款-第1版,https://www.nstm.gov.tw/FileHandler.ashx?oid=b2fa142a-124a-462d-b24e-47c6d675b3d1&fid=9c3fefa1-fb28-45bf-95d2-5040af3b06dc,2020/02/24 00:00,
117507,基隆市不動產租賃實價登錄Open Data(108年12月租賃登記案件),基隆市政府地政處,購屋及遷徙,係指各種房屋租賃、房屋遷移、移民等相關資料集,鄉鎮市區;交易標的;土地區段位置建物區段門牌;土地面積平方公尺;都市土地使用分區;非都市土地使用分區;非都市土地使用編定;租賃年月日;租賃筆棟數;租賃層次;總樓層數;建物型態;主要用途;主要建材;建築完成年月;建物總面積平方公尺;建物現況格局-房;建物現況格局-廳;建物現況格局-衛;建物現況格局-隔間;有無管理組織;有無附傢俱;總額元;單價元平方公尺;車位類別;車位面積平方公尺;車位總額元;備註;編號,每月,政府資料開放授權條款-第1版,https://land.klcg.gov.tw/business/More?id=898;https://land.klcg.gov.tw/business/More?id=898;https://land.klcg.gov.tw/business/More?id=898,2020/02/14 00:00,
118066,客家委員會「客家美食HAKKA FOOD」榮譽標章餐廳,客家委員會,公共資訊,提供本會「客家美食HAKKA FOOD」榮譽標章餐廳相關資訊。,restaurant_name;tel;address;latitude;longitude;url,每日,政府資料開放授權條款-第1版,,2020/02/24 13:52,
118080,客家委員會海外客家社團,客家委員會,公共資訊,客委會自95年起收錄海外客家社團之基本資料,team_name;country_name;city_name,每日,政府資料開放授權條款-第1版,,2020/02/24 15:47,
118003,教育部國民及學前教育署中央政府前瞻基礎建設計畫第1期特別決算(以前年度部分),教育部國民及學前教育署,求學及進修,教育部國民及學前教育署中央政府前瞻基礎建設計畫第1期特別決算(以前年度部分),會計年度;款;項;目;節;預算年度;預算科目編號;預算科目名稱;分計畫編號;分計畫名稱;以前年度轉入數_應付數;以前年度轉入數_保留數;本年度減免註銷數_應付數;本年度減免註銷數_保留數;本年度實現數_應付數;本年度實現數_保留數;本年度調整數_應付數;本年度調整數_保留數;本年度未結清數_應付數;本年度未結清數_保留數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額,不更新,政府資料開放授權條款-第1版,,2020/02/24 00:00,
118097,新北市108年土地徵收統計表,新北市政府地政局,購屋及遷徙,新北市108年度土地徵收筆數、面積及補償費統計資料,field1;field2;field3;field4;field5;field6;field7;field8;field9;field10;field11;field12;field13;field14;field15;field16;field17;field18;field19,每年,政府資料開放授權條款-第1版,,2020/02/24 18:12,
