資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
120432,基隆市不動產租賃實價登錄Open Data(109年2月租賃登記案件),基隆市政府地政處,購屋及遷徙,係指各種房屋租賃、房屋遷移、移民等相關資料集,鄉鎮市區;交易標的;土地區段位置建物區段門牌;土地面積平方公尺;都市土地使用分區;非都市土地使用分區;非都市土地使用編定;租賃年月日;租賃筆棟數;租賃層次;總樓層數;建物型態;主要用途;主要建材;建築完成年月;建物總面積平方公尺;建物現況格局-房;建物現況格局-廳;建物現況格局-衛;建物現況格局-隔間;有無管理組織;有無附傢俱;總額元;單價元平方公尺;車位類別;車位面積平方公尺;車位總額元;備註;編號,每月,政府資料開放授權條款-第1版,https://land.klcg.gov.tw/business/More?id=914;https://land.klcg.gov.tw/business/More?id=914;https://land.klcg.gov.tw/business/More?id=914,2020/04/21 00:00,
120433,新北市臨時防災收容所一覽表,新北市政府社會局,公共資訊,新北市臨時防災收容所一覽表,provide_contain;provide_shelter;provide_goods;no.;name;district;village;address;floor;service_village;contact_person;contact_phone;contact_cellphone;manager;manager_phone;manager_cellphone;suit_for_weak; total;indoor_contain_people;室內容納人數;outdoor_contain_people;indoor_contain_area;室內可收容面積;outdoor_contain_area;suit_for_flood;suit_for_mudflow;suit_for_eqrthquake;suit_for_tsunami;standing_shelter,每季,政府資料開放授權條款-第1版,,2020/04/21 09:56,
120446,財團法人臺灣更生保護會年度預算書,法務部保護司,公共資訊,財團法人臺灣更生保護會年度預算書,資料名稱;資料連結,每年,政府資料開放授權條款-第1版,,2020/04/22 00:00,
120430,107年度臺中市地方總決算,臺中市政府主計處,公共資訊,107年度臺中市地方總決算,類別;表件名稱1;表件名稱2;連結,每10年,政府資料開放授權條款-第1版,,2020/04/21 12:00,臺中市政府OAS標準之API說明文件:https://datacenter.taichung.gov.tw/swagger/yaml/387220000A ，Swagger 產生API說明頁面網址。https://datacenter.taichung.gov.tw/swagger/api-docs/
120486,臺北市各區里疏散避難圖資訊(中山區),臺北市中山區公所,公共資訊,提供臺北市各區里疏散避難圖資訊,區;里;圖檔連結網址,每日,政府資料開放授權條款-第1版,,2018/11/21 00:00,
120489,臺北市中山、內湖區已登記公私有土地筆數面積統計表,臺北市中山地政事務所,公共資訊,提供臺北市「中山、內湖區已登記公私有土地筆數面積」統計資料。,土地總面積;已登記公私有土地面積;已登記公有土地面積;已登記私有土地面積;已登記公私共有土地面積;未登記土地總面積;土地總筆數;已登記公私有土地筆數;已登記公有土地筆數;已登記私有土地筆數;已登記公私共有土地筆數;未登記土地筆數。,每年,政府資料開放授權條款-第1版,,2019/02/11 00:00,
120621,中山堂演出訊息,臺北市中山堂管理所,公共資訊,演出日期：日期 演出時間：日期 節目名稱：文字型態 演出單位：文字型態 相關網址：文字型態 演出地點：文字型態 入場方式：文字型態 售票系統：文字型態 內容摘要：TEXT文字型態,演出日期：供民眾查詢演出日期起迄 演出時間：供民眾查詢演出時間起迄 節目名稱：供民眾查詢檢索節目名稱 演出單位：供民眾查詢檢索演出單位 相關網址：供民眾LINK相關網址 演出地點：供民眾查詢檢索演出地點廳別 入場方式：供民眾查詢費用與否 售票系統：供民眾查詢檢索售票系統 內容摘要：供民眾查詢檢索內容摘要,每季,政府資料開放授權條款-第1版,,2017/10/26 00:00,
120477,臺北市市區自行車道,臺北市交通管制工程處,交通及通訊,自行車道資料,路段序號ID;自行車道路線編號B_ID;路段名稱NAME;路段起點描述SP_DESC;路段迄點描述EP_DESC;縣市別CITY;鄉鎮別TOWN;管養單位MGR_MCH;所屬道路寬度;R_WIDTH;自行車道車行方向B_DIR;自行車道類型B_TYPE,每日,政府資料開放授權條款-第1版,,2012/01/13 00:00,
120484,臺北市機車優先道,臺北市交通管制工程處,交通及通訊,機車優先道資料,路名;方向,每日,政府資料開放授權條款-第1版,,2012/01/04 00:00,
120535,臺北市公車專用道,臺北市交通管制工程處,交通及通訊,公車專用道資料,路名;方向,每日,政府資料開放授權條款-第1版,,2012/01/04 00:00,
